x,y,z,w
4.549677239024380710e-04,-2.611131812846059167e-04,-3.915936857392375049e-04,9.999997857393081446e-01
5.201966262350269472e-04,-2.611641578456092320e-04,-3.263307063762309465e-04,9.999997773484867736e-01
5.202179168858076311e-04,-1.959182185175369680e-04,-3.262967649568485778e-04,9.999997922598742317e-01
5.202392053220029206e-04,-1.306722783554342140e-04,-3.262628221484097503e-04,9.999998029142286304e-01
5.202306783772936817e-04,-1.307062215801909006e-04,-2.610168810137126496e-04,9.999998220730405007e-01
5.202477075652027667e-04,-6.546027961170451767e-05,-2.609829375115875027e-04,9.999998284725758468e-01
5.202647345383993888e-04,-2.143373645514644191e-07,-2.609489928984489479e-04,9.999998306150772454e-01
5.202647345383993888e-04,-2.143373645514644191e-07,-2.609489928984489479e-04,9.999998306150772454e-01
5.202647194463612011e-04,-2.482825326682035632e-07,-1.957030500954052340e-04,9.999998455124261554e-01
5.855106449459844455e-04,-2.907394974028694598e-07,-1.304570877673514120e-04,9.999998200790580771e-01
5.855276635549823026e-04,1.302011433476716327e-04,-1.303806822564006348e-04,9.999998116029298334e-01
6.507820975833727289e-04,1.301586897046228507e-04,-6.514323343818796545e-05,9.999997776488435131e-01
6.507990766981128954e-04,1.300737667999296771e-04,6.534864442224554485e-05,9.999997776354412338e-01
7.160364794306968298e-04,2.605699117174188379e-04,6.541656688496203919e-05,9.999997075578344052e-01
7.160364794306968298e-04,2.605699117174188379e-04,6.541656688496203919e-05,9.999997075578344052e-01
7.160364794306968298e-04,2.605699117174188379e-04,6.541656688496203919e-05,9.999997075578344052e-01
7.160534790388919111e-04,2.605231926800936947e-04,1.306625009643438778e-04,9.999997011611513331e-01
7.160620027141957871e-04,1.952772583243011801e-04,1.306157810943733399e-04,9.999997160307190214e-01
7.160619615323967138e-04,2.604764714216407017e-04,1.959084361500949985e-04,9.999996905135321024e-01
7.160619615323967138e-04,2.604764714216407017e-04,1.959084361500949985e-04,9.999996905135321024e-01
7.160619615323967138e-04,2.604764714216407017e-04,1.959084361500949985e-04,9.999996905135321024e-01
6.508032443926314945e-04,3.257096179995075066e-04,1.959764075300663290e-04,9.999997159807745284e-01
7.160619643055109174e-04,2.604764658806570684e-04,1.959169502165207283e-04,9.999996905118635482e-01
7.160363926325955712e-04,3.909683295980712764e-04,1.960103888392363241e-04,9.999996480077265604e-01
7.160363926325955712e-04,3.909683295980712764e-04,1.960103888392363241e-04,9.999996480077265604e-01
7.160448527681516568e-04,4.561675388166893980e-04,2.613030383404553784e-04,9.999996054557560576e-01
7.160278022782011692e-04,5.214134654026035846e-04,2.613497568132912025e-04,9.999995735641535877e-01
7.160107487400959626e-04,5.866593897688427523e-04,2.613964741735522049e-04,9.999995374155188355e-01
7.160107487400959626e-04,5.866593897688427523e-04,2.613964741735522049e-04,9.999995374155188355e-01
7.160107487400959626e-04,5.866593897688427523e-04,2.613964741735522049e-04,9.999995374155188355e-01
6.507265444495261703e-04,5.866933060455306083e-04,1.961888302812792484e-04,9.999995969278547836e-01
6.507265444495261703e-04,5.866933060455306083e-04,1.961888302812792484e-04,9.999995969278547836e-01
6.507265444495261703e-04,5.866933060455306083e-04,1.961888302812792484e-04,9.999995969278547836e-01
6.507265444495261703e-04,5.866933060455306083e-04,1.961888302812792484e-04,9.999995969278547836e-01
6.506797188208699421e-04,6.519816885183656301e-04,1.309853573605758578e-04,9.999995671892152327e-01
6.506328876522818111e-04,7.172700654401835407e-04,6.578188332465408940e-05,9.999995289365103401e-01
6.506328876522818111e-04,7.172700654401835407e-04,6.578188332465408940e-05,9.999995289365103401e-01
5.853826735088538992e-04,7.825116900407219937e-04,6.587539020904041522e-05,9.999995203313918335e-01
6.505774916538436701e-04,8.477958444619233857e-04,6.123433371750156657e-07,9.999994289952163218e-01
5.852804771716508050e-04,9.130884166748899546e-04,-6.453155344380572694e-05,9.999994097758182487e-01
5.852209006016787472e-04,9.131266019140462731e-04,-1.297774680959998424e-04,9.999994034368797635e-01
5.851613215404011335e-04,9.131647832659909670e-04,-1.950233821957268146e-04,9.999993928409091071e-01
5.851017399880716671e-04,9.132029607305617311e-04,-2.602692954652325056e-04,9.999993779879067235e-01
5.850846280638342684e-04,1.043732949191775216e-03,-3.254388615890966684e-04,9.999992311932325295e-01
5.849910356221250246e-04,9.785252175393277518e-04,-3.907229331636052840e-04,9.999992738044746199e-01
5.849569384428145342e-04,1.043809285787194400e-03,-4.559306731472840147e-04,9.999991802070521407e-01
5.848207247989132716e-04,1.043885609046143418e-03,-5.864224686099402031e-04,9.999991121977277464e-01
5.847526142424146504e-04,1.043923764009913480e-03,-6.516683627355143640e-04,9.999990718075193463e-01
5.847526142424146504e-04,1.043923764009913480e-03,-6.516683627355143640e-04,9.999990718075193463e-01
5.194386101266578511e-04,1.044008688061514797e-03,-7.168461382706278447e-04,9.999990631800630414e-01
5.194386101266578511e-04,1.044008688061514797e-03,-7.168461382706278447e-04,9.999990631800630414e-01
5.846377330869131613e-04,9.787160180596016917e-04,-7.169438867977416269e-04,9.999990931521589577e-01
6.498368510695224634e-04,9.134233397248333469e-04,-7.170416292207458953e-04,9.999991146101938622e-01
6.497772525097672558e-04,9.134657370054328346e-04,-7.822875232256982277e-04,9.999990656976136538e-01
6.496623516754098911e-04,8.482622395822215925e-04,-8.475758035439635071e-04,9.999990700021970103e-01
6.496070046141231734e-04,8.483046256161386753e-04,-9.128216943605808268e-04,9.999990125727906687e-01
6.495516547874367842e-04,8.483470080387933189e-04,-9.780675812912842035e-04,9.999989508863537102e-01
5.189364555419044437e-04,7.832796473225126562e-04,-1.043253636070982839e-03,9.999990143994142988e-01
5.188342394692823214e-04,7.833473576609590022e-04,-1.173745404896576246e-03,9.999988697491982714e-01
4.534861444516072662e-04,7.835001491893698591e-04,-1.304186036297309489e-03,9.999987397875138573e-01
4.533839001625246173e-04,7.835593187900751454e-04,-1.434677767066675890e-03,9.999985610877336617e-01
4.532349102111548787e-04,7.183430437494119471e-04,-1.499953198365488799e-03,9.999985143497918116e-01
4.530859164009116871e-04,6.531267625927264552e-04,-1.565228616893595990e-03,9.999984590977933907e-01
4.530006847869872126e-04,6.531858810769185925e-04,-1.695720308812691517e-03,9.999982463340717498e-01
4.527494119725549858e-04,5.880287205840515090e-04,-1.891487335949455176e-03,9.999979357557954307e-01
4.526726751290949279e-04,5.880877957113884308e-04,-2.021978956798866061e-03,9.999976804179557810e-01
4.524981198844246159e-04,5.228715350585995880e-04,-2.087254282564952532e-03,9.999975826072629026e-01
4.524640036695165915e-04,5.229010576168564763e-04,-2.152500073696392204e-03,9.999974442938552865e-01
4.524298855284538561e-04,5.229305779491056835e-04,-2.217745855664565377e-03,9.999973017234243811e-01
4.522468085332935462e-04,4.577143272743263076e-04,-2.283021140325317000e-03,9.999971868884890425e-01
4.522169435630567572e-04,4.577438335742228695e-04,-2.348266905221015229e-03,9.999970358020873196e-01
4.522169435630566487e-04,4.577438335742227611e-04,-2.348266905221014795e-03,9.999970358020870975e-01
5.173094884325732260e-04,3.923448550294874075e-04,-2.348322009460801409e-03,9.999970319156691323e-01
5.173094884325732260e-04,3.923448550294874075e-04,-2.348322009460801409e-03,9.999970319156691323e-01
5.169689329546194034e-04,2.618871044660450080e-04,-2.413635244917582655e-03,9.999969192568403109e-01
5.169518447804544430e-04,2.619208340394705301e-04,-2.478880992073384092e-03,9.999967596483971821e-01
5.821975855595741458e-04,2.617590965285242406e-04,-2.478898076071549012e-03,9.999967237908709006e-01
5.821975855595741458e-04,2.617590965285242406e-04,-2.478898076071549012e-03,9.999967237908709006e-01
5.821975855595741458e-04,2.617590965285242406e-04,-2.478898076071549012e-03,9.999967237908709006e-01
6.474262332076586874e-04,2.616310863623684448e-04,-2.544160886120006102e-03,9.999965198108605735e-01
6.474262332076586874e-04,2.616310863623684448e-04,-2.544160886120006102e-03,9.999965198108605735e-01
6.474262332076586874e-04,2.616310863623684448e-04,-2.544160886120006102e-03,9.999965198108605735e-01
7.126719580606326798e-04,2.614650896031205009e-04,-2.544177951074358488e-03,9.999964754404090383e-01
7.777303529772902147e-04,1.960956172987045017e-04,-2.609482961288814382e-03,9.999962736333979363e-01
7.779006095253055428e-04,2.613413270502604126e-04,-2.609432211976195348e-03,9.999962587104432865e-01
7.779176593335505787e-04,2.612905716271503049e-04,-2.544186497226687271e-03,9.999964268368263243e-01
7.779176593335505787e-04,2.612905716271503049e-04,-2.544186497226687271e-03,9.999964268368263243e-01
7.779176593335505787e-04,2.612905716271503049e-04,-2.544186497226687271e-03,9.999964268368263243e-01
7.779347058301733708e-04,2.612398150917172356e-04,-2.478940771646489984e-03,9.999965907061900694e-01
7.779517490151012776e-04,2.611890574441772862e-04,-2.413695035513356568e-03,9.999967503185338558e-01
7.779517490151012776e-04,2.611890574441772862e-04,-2.413695035513356568e-03,9.999967503185338558e-01
7.779517490151012776e-04,2.611890574441772862e-04,-2.413695035513356568e-03,9.999967503185338558e-01
7.777942635256516590e-04,1.959433156175070280e-04,-2.413745788579250637e-03,9.999967652315525646e-01
7.776538145989363767e-04,1.306468144750219543e-04,-2.348550784961213680e-03,9.999969312428739210e-01
7.776538145989363767e-04,1.306468144750219543e-04,-2.348550784961213680e-03,9.999969312428739210e-01
8.429080983986659116e-04,1.304470987413393574e-04,-2.283313542892361631e-03,9.999970294799666037e-01
8.427591196357342614e-04,6.520133897880181668e-05,-2.283368534374712912e-03,9.999970358626010247e-01
8.427633719654247782e-04,6.514635221785732694e-05,-2.218122769613203350e-03,9.999971827146466596e-01
8.426356545793489477e-04,-2.094100867837625653e-07,-2.087686195050307558e-03,9.999974657625192442e-01
8.426356545793489477e-04,-2.094100867837625653e-07,-2.087686195050307558e-03,9.999974657625192442e-01
8.427675933811217077e-04,6.498140804668265844e-05,-2.022385419785724218e-03,9.999975977358217527e-01
9.080176345990978838e-04,6.479872515495546388e-05,-1.957143850940177860e-03,9.999976704438102715e-01
9.080218605209619542e-04,6.473948054084827477e-05,-1.891898045469187807e-03,9.999977960110143504e-01
9.080260825773457146e-04,6.468023565114288363e-05,-1.826652231944322479e-03,9.999979173211932526e-01
9.732761238856434127e-04,6.450606570813471581e-05,-1.761410623152279272e-03,9.999979730005310596e-01
9.733909963913368185e-04,1.296883915104251358e-04,-1.696101292143997567e-03,9.999980794638039239e-01
1.038645288963855598e-03,1.295184744157634716e-04,-1.630863914569396752e-03,9.999981223601476232e-01
1.104001720036466285e-03,1.945943978204147133e-04,-1.565563008850823787e-03,9.999981461611255895e-01
1.104014414183571938e-03,1.945223657615493358e-04,-1.500317173174690443e-03,9.999982461792632504e-01
1.169298322856112109e-03,1.942211456625204664e-04,-1.304592303856541742e-03,9.999984465280432611e-01
1.169310992511039945e-03,1.941448532653514039e-04,-1.239346449138163187e-03,9.999985295188978940e-01
1.234569517192657439e-03,1.939919543164147846e-04,-1.174113248832956259e-03,9.999985298305732462e-01
1.234654518236892378e-03,2.591572650617402288e-04,-1.108786835106186086e-03,9.999985895277487824e-01
1.234671424571722517e-03,2.590767082990818866e-04,-1.043540971474430767e-03,9.999986597430885471e-01
1.169493641529854812e-03,3.243906544795637273e-04,-1.043439248982613995e-03,9.999987191441094270e-01
1.169578624888123562e-03,3.895602224029712062e-04,-9.781170688426090495e-04,9.999987618070700357e-01
1.169629449386298727e-03,3.894075985418748976e-04,-8.476253157681830483e-04,9.999988809293726133e-01
1.234900735431033927e-03,3.892802362038914475e-04,-7.824048343050115772e-04,9.999988556612185997e-01
1.234926131762638249e-03,3.891996630995885422e-04,-7.171589540038340134e-04,9.999989045814530186e-01
1.234976908654369671e-03,3.890385119208167970e-04,-5.866671845203220081e-04,9.999989896508326703e-01
1.235015183685423540e-03,4.542843984708370584e-04,-5.865866060258829572e-04,9.999989621391289774e-01
1.300290706587816205e-03,4.541698014218880893e-04,-5.213703530456546180e-04,9.999989155728246093e-01
1.365536586364930229e-03,4.541357831494733733e-04,-5.213999846775623339e-04,9.999988286056029629e-01
1.365536586364930229e-03,4.541357831494733733e-04,-5.213999846775623339e-04,9.999988286056029629e-01
1.365536586364930229e-03,4.541357831494733733e-04,-5.213999846775623339e-04,9.999988286056029629e-01
1.365566213980460870e-03,4.540466864464950741e-04,-4.561541066972075575e-04,9.999988604963272465e-01
1.430841713630308246e-03,4.539320816644593646e-04,-3.909378448385082889e-04,9.999987969019049627e-01
1.430816203472369715e-03,3.886862058962491724e-04,-3.910312006380165266e-04,9.999988243906217100e-01
1.496036711971376887e-03,3.887497889757730884e-04,-4.563024417230595068e-04,9.999987012670764619e-01
1.430790840224814564e-03,3.887795600361154224e-04,-4.562770764012352687e-04,9.999987967489034624e-01
1.496036711971376670e-03,3.887497889757730342e-04,-4.563024417230595068e-04,9.999987012670764619e-01
1.496011344436460472e-03,3.888473984897557862e-04,-5.215483093140343886e-04,9.999986693666743642e-01
1.496011344436460472e-03,3.888473984897557862e-04,-5.215483093140343886e-04,9.999986693666743642e-01
1.496011344436460472e-03,3.888473984897557862e-04,-5.215483093140343886e-04,9.999986693666743642e-01
1.561257207733024715e-03,3.888133687454545869e-04,-5.215736789231121759e-04,9.999985696294736437e-01
1.561312343129036065e-03,4.539573634304971809e-04,-4.562259494983914683e-04,9.999985740411645452e-01
1.626528575781804311e-03,4.540252068847104713e-04,-5.215014332060229811e-04,9.999984381498597807e-01
1.626537228436091605e-03,5.193771783951413356e-04,-5.866411597675167582e-04,9.999983702367424288e-01
1.626537228436091605e-03,5.193771783951413356e-04,-5.866411597675167582e-04,9.999983702367424288e-01
1.561257489925208398e-03,5.195258341450711146e-04,-6.518531099118417618e-04,9.999984338265139883e-01
1.561223589643732316e-03,5.196276987725271905e-04,-7.170989596371689888e-04,9.999983891672225012e-01
1.430697979686995462e-03,5.198316464280726412e-04,-7.822769791476332423e-04,9.999985354594667086e-01
1.365418202410320896e-03,5.199802889038280173e-04,-8.474889104207383381e-04,9.999985735070717752e-01
1.365418202410320896e-03,5.199802889038280173e-04,-8.474889104207383381e-04,9.999985735070717752e-01
1.365384272894358238e-03,5.200693758093095182e-04,-9.127347688432425497e-04,9.999985160833356757e-01
1.365316396425114188e-03,5.202475429780335694e-04,-1.043226473753867478e-03,9.999983884647797305e-01
1.365282449472121629e-03,5.203366232405176118e-04,-1.108472319686480082e-03,9.999983182699601070e-01
1.365171913440807244e-03,4.551798614646470676e-04,-1.173807235341666963e-03,9.999982756452707733e-01
1.365142211891031375e-03,4.552689324386987278e-04,-1.239053073635320006e-03,9.999981969305851148e-01
1.365027401398580600e-03,3.901121702626788148e-04,-1.304387971944777434e-03,9.999981415406263840e-01
1.364976483295866818e-03,3.902902919690255678e-04,-1.434879624646047793e-03,9.999979628145003741e-01
1.364951015528328071e-03,3.903793503301698190e-04,-1.500125441973062254e-03,9.999978670658986601e-01
1.364925541950145474e-03,3.904684070294554853e-04,-1.565371252913990178e-03,9.999977670602712143e-01
1.299547863256833059e-03,3.254180567110340964e-04,-1.630684879185633016e-03,9.999977730701525847e-01
1.299526628279392120e-03,3.255028462575724015e-04,-1.695930683715821162e-03,9.999976645460506575e-01
1.299390475365368907e-03,2.603418401635563813e-04,-1.761261264745522239e-03,9.999975708796877694e-01
1.299373486348048791e-03,2.604266195796875395e-04,-1.826507055805666946e-03,9.999974538360054677e-01
1.299233059816155399e-03,1.952656180746578554e-04,-1.891837612816663029e-03,9.999973474041027321e-01
1.364355400457520047e-03,1.298963968749873869e-04,-1.891930857730651262e-03,9.999972711257252289e-01
1.364346922339221930e-03,1.299854152672425456e-04,-1.957176628954930379e-03,9.999971455563814171e-01
1.364338438412851908e-03,1.300744331061453099e-04,-2.022422391847441062e-03,9.999970157300153151e-01
1.364329948678445975e-03,1.301634503913167513e-04,-2.087668146130430228e-03,9.999968816466274779e-01
1.364193733876079354e-03,6.491770027491008282e-05,-2.087757158694908757e-03,9.999968880107552582e-01
1.364189495355129121e-03,6.500670825738329118e-05,-2.153002904505666761e-03,9.999967496645385534e-01
1.364185251026777236e-03,6.509571596312072549e-05,-2.218248641151017615e-03,9.999966070613014457e-01
1.364040516375838747e-03,-1.500160992067830828e-07,-2.218337643996617231e-03,9.999966091800234214e-01
1.429286234054229004e-03,-1.252714437543892508e-07,-2.348829085781869216e-03,9.999962200642417143e-01
1.429132979419129841e-03,-6.537097811726583099e-05,-2.348922335925224519e-03,9.999962179275592167e-01
1.429137241568980777e-03,-6.527773283448891210e-05,-2.414168037459870665e-03,9.999960625413728543e-01
1.429137241568980777e-03,-6.527773283448891210e-05,-2.414168037459870665e-03,9.999960625413728543e-01
1.428979723832009014e-03,-1.305234290915924819e-04,-2.414261277742994413e-03,9.999960561537561965e-01
1.428979723832009014e-03,-1.305234290915924819e-04,-2.414261277742994413e-03,9.999960561537561965e-01
1.428971204664842166e-03,-1.306166639580979042e-04,-2.349015576624915221e-03,9.999962115460259149e-01
1.428971204664842166e-03,-1.306166639580979042e-04,-2.349015576624915221e-03,9.999962115460259149e-01
1.494216907741251340e-03,-1.307699274406898466e-04,-2.349007049416238207e-03,9.999961161829282741e-01
1.494216907741251340e-03,-1.307699274406898466e-04,-2.349007049416238207e-03,9.999961161829282741e-01
1.494059362985726601e-03,-1.961131282472417491e-04,-2.283858830709049881e-03,9.999962566505447015e-01
1.494059362985726601e-03,-1.961131282472417491e-04,-2.283858830709049881e-03,9.999962566505447015e-01
1.494059362985726601e-03,-1.961131282472417491e-04,-2.283858830709049881e-03,9.999962566505447015e-01
1.494059362985726601e-03,-1.961131282472417491e-04,-2.283858830709049881e-03,9.999962566505447015e-01
