sync,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
96,17,-15,-21,2801,-1330,-649,1772,-5585,-30
100,17,-15,-21,2801,-1330,-649,1712,-5600,-29
104,17,-17,-20,2815,-1330,-612,1687,-5722,-29
108,17,-17,-20,2815,-1330,-612,1667,-5790,-29
112,17,-17,-20,2824,-1328,-577,1667,-5790,-29
116,16,-21,-18,2824,-1328,-577,1627,-5927,-29
120,16,-21,-18,2824,-1325,-545,1550,-6035,-29
124,16,-20,-19,2824,-1325,-545,1570,-6125,-29
128,16,-20,-19,2814,-1321,-516,1445,-6227,-29
132,17,-19,-21,2814,-1321,-516,1445,-6227,-29
136,17,-19,-21,2795,-1317,-488,1425,-6315,-29
140,17,-19,-21,2795,-1317,-488,1400,-6397,-28
144,17,-21,-23,2770,-1312,-461,1335,-6487,-28
148,17,-21,-23,2770,-1312,-461,1320,-6575,-28
152,17,-24,-22,2738,-1304,-437,1320,-6575,-28
156,17,-24,-22,2738,-1304,-437,1262,-6667,-28
160,17,-24,-22,2703,-1294,-414,1212,-6757,-28
164,17,-25,-21,2703,-1294,-414,1187,-6890,-28
168,17,-25,-21,2667,-1283,-394,1187,-6890,-28
172,18,-27,-23,2667,-1283,-394,1157,-6880,-27
176,18,-27,-23,2624,-1272,-377,1157,-6880,-27
180,18,-27,-23,2624,-1272,-377,1072,-6982,-27
184,18,-30,-23,2572,-1259,-364,1027,-7125,-27
188,18,-30,-23,2572,-1259,-364,987,-7055,-27
192,17,-32,-21,2504,-1246,-354,987,-7055,-27
196,17,-32,-21,2504,-1246,-354,992,-7232,-27
200,17,-32,-21,2418,-1232,-349,945,-7272,-26
204,17,-33,-22,2418,-1232,-349,950,-7350,-26
208,17,-33,-22,2317,-1219,-349,885,-7360,-26
212,17,-34,-23,2317,-1219,-349,840,-7472,-26
216,17,-34,-23,2201,-1205,-352,840,-7472,-26
220,17,-34,-23,2201,-1205,-352,810,-7492,-26
224,17,-36,-24,2073,-1190,-358,805,-7512,-25
228,17,-36,-24,2073,-1190,-358,790,-7507,-26
232,17,-37,-24,1934,-1173,-370,780,-7590,-25
236,17,-37,-24,1934,-1173,-370,780,-7590,-25
240,17,-36,-24,1788,-1154,-385,740,-7635,-26
244,17,-36,-24,1788,-1154,-385,720,-7675,-25
248,17,-36,-24,1637,-1134,-403,700,-7650,-25
2,16,-33,-23,1637,-1134,-403,685,-7690,-25
6,16,-33,-23,1488,-1112,-424,685,-7690,-25
10,16,-34,-22,1488,-1112,-424,665,-7707,-25
14,16,-34,-22,1343,-1091,-447,650,-7695,-25
18,16,-34,-22,1343,-1091,-447,592,-7737,-25
22,16,-39,-23,1198,-1069,-473,572,-7747,-25
26,16,-39,-23,1198,-1069,-473,572,-7747,-25
30,16,-39,-23,1048,-1046,-502,522,-7787,-25
34,16,-39,-23,1048,-1046,-502,512,-7752,-25
38,16,-39,-23,895,-1021,-536,532,-7757,-25
42,16,-36,-24,895,-1021,-536,532,-7757,-25
46,16,-36,-24,746,-996,-572,562,-7712,-25
50,16,-38,-28,746,-996,-572,562,-7712,-25
54,16,-38,-28,603,-968,-614,577,-7722,-25
58,16,-38,-28,603,-968,-614,547,-7680,-25
62,17,-33,-26,462,-933,-665,592,-7670,-25
66,17,-33,-26,462,-933,-665,592,-7670,-25
70,16,-36,-26,328,-899,-711,572,-7675,-25
74,16,-36,-26,328,-899,-711,587,-7695,-25
78,16,-36,-26,207,-867,-753,597,-7660,-25
82,17,-40,-28,207,-867,-753,602,-7605,-26
86,17,-40,-28,102,-833,-799,602,-7605,-26
90,17,-37,-31,102,-833,-799,602,-7605,-26
94,17,-37,-31,14,-796,-849,645,-7600,-26
98,14,-28,-28,14,-796,-849,660,-7562,-26
102,14,-28,-28,-55,-756,-899,675,-7542,-26
106,14,-28,-28,-55,-756,-899,665,-7532,-26
110,15,-28,-32,-105,-715,-946,665,-7532,-26
114,15,-28,-32,-105,-715,-946,680,-7492,-26
118,16,-32,-36,-142,-670,-991,735,-7457,-26
122,16,-32,-36,-142,-670,-991,780,-7452,-26
126,16,-32,-36,-164,-622,-1036,745,-7430,-26
130,15,-30,-34,-164,-622,-1036,745,-7430,-26
134,15,-30,-34,-171,-571,-1080,870,-7410,-26
138,15,-29,-34,-171,-571,-1080,870,-7385,-26
142,15,-29,-34,-163,-517,-1123,860,-7365,-26
146,15,-29,-34,-163,-517,-1123,905,-7355,-26
151,15,-31,-36,-141,-462,-1166,905,-7355,-26
155,15,-31,-36,-141,-462,-1166,905,-7355,-26
159,15,-30,-34,-109,-407,-1209,905,-7282,-26
163,15,-30,-34,-109,-407,-1209,1002,-7330,-26
167,15,-30,-34,-66,-350,-1253,1002,-7330,-26
171,14,-25,-33,-66,-350,-1253,1062,-7237,-26
175,14,-25,-33,-11,-293,-1296,1062,-7237,-26
179,14,-24,-36,-11,-293,-1296,1107,-7262,-26
183,14,-24,-36,58,-236,-1337,1112,-7242,-26
187,15,-22,-37,58,-236,-1337,1177,-7207,-26
191,15,-22,-37,142,-180,-1377,1177,-7207,-26
195,15,-22,-37,142,-180,-1377,1227,-7207,-26
199,14,-20,-34,241,-123,-1416,1290,-7197,-26
203,14,-20,-34,241,-123,-1416,1310,-7232,-26
207,14,-20,-34,358,-66,-1451,1360,-7212,-26
211,14,-20,-34,358,-66,-1451,1420,-7192,-26
215,14,-20,-34,488,-10,-1485,1420,-7192,-26
219,14,-18,-34,488,-10,-1485,1470,-7227,-26
223,14,-18,-34,628,42,-1517,1515,-7272,-25
227,15,-18,-33,628,42,-1517,1600,-7277,-25
231,15,-18,-33,773,93,-1548,1642,-7325,-25
235,15,-18,-33,773,93,-1548,1642,-7325,-25
239,14,-17,-30,918,141,-1577,1722,-7297,-25
243,14,-17,-30,918,141,-1577,1757,-7282,-25
247,14,-17,-28,1063,186,-1604,1817,-7262,-24
2,14,-17,-28,1063,186,-1604,1852,-7277,-24
6,14,-17,-28,1207,227,-1631,1852,-7277,-24
10,14,-16,-27,1207,227,-1631,1922,-7320,-24
14,14,-16,-27,1350,262,-1656,2015,-7345,-24
18,14,-14,-26,1350,262,-1656,2045,-7395,-24
22,14,-14,-26,1493,293,-1681,2070,-7390,-24
26,14,-14,-26,1493,293,-1681,2070,-7390,-24
30,13,-13,-26,1635,320,-1704,2070,-7390,-24
34,13,-13,-26,1635,320,-1704,2235,-7467,-23
38,15,-13,-26,1779,342,-1726,2287,-7527,-23
42,15,-13,-26,1779,342,-1726,2287,-7527,-23
46,15,-14,-24,1923,362,-1747,2422,-7497,-22
50,15,-14,-24,1923,362,-1747,2422,-7497,-22
54,15,-14,-24,2065,378,-1767,2487,-7547,-22
58,13,-12,-20,2065,378,-1767,2542,-7542,-22
62,13,-12,-20,2199,389,-1787,2610,-7600,-21
66,13,-11,-19,2199,389,-1787,2610,-7600,-21
70,13,-11,-19,2324,394,-1806,2640,-7625,-21
74,13,-11,-19,2324,394,-1806,2695,-7590,-21
78,14,-12,-20,2441,395,-1823,2780,-7580,-20
82,14,-12,-20,2441,395,-1823,2815,-7580,-20
86,15,-11,-20,2550,391,-1839,2870,-7635,-19
90,15,-11,-20,2550,391,-1839,2870,-7635,-19
94,15,-11,-20,2653,385,-1855,2992,-7665,-19
98,12,-8,-15,2653,385,-1855,3017,-7675,-19
102,12,-8,-15,2750,375,-1871,3072,-7722,-18
106,14,-9,-16,2750,375,-1871,3147,-7732,-18
110,14,-9,-16,2839,360,-1884,3147,-7732,-18
114,14,-9,-16,2839,360,-1884,3197,-7727,-18
118,16,-11,-17,2922,342,-1896,3275,-7655,-17
122,16,-11,-17,2922,342,-1896,3280,-7707,-17
126,15,-9,-15,3002,320,-1907,3315,-7655,-17
130,15,-9,-15,3002,320,-1907,3315,-7655,-17
134,15,-9,-15,3078,296,-1917,3315,-7655,-17
138,13,-8,-12,3078,296,-1917,3445,-7635,-16
142,13,-8,-12,3151,268,-1926,3562,-7655,-15
146,15,-9,-13,3151,268,-1926,3587,-7660,-15
150,15,-9,-13,3222,237,-1932,3647,-7645,-15
154,16,-9,-12,3222,237,-1932,3647,-7645,-15
158,16,-9,-12,3292,203,-1937,3697,-7610,-14
162,16,-9,-12,3292,203,-1937,3747,-7590,-14
166,15,-8,-9,3359,167,-1941,3747,-7590,-14
170,15,-8,-9,3359,167,-1941,3787,-7590,-13
174,14,-9,-8,3418,128,-1943,3787,-7590,-13
178,14,-9,-8,3418,128,-1943,3900,-7552,-13
182,14,-9,-8,3467,85,-1944,3890,-7507,-13
186,16,-10,-8,3467,85,-1944,3970,-7502,-12
190,16,-10,-8,3507,39,-1944,3970,-7502,-12
194,18,-11,-9,3507,39,-1944,4080,-7435,-12
198,18,-11,-9,3539,-7,-1944,4105,-7380,-12
202,18,-11,-9,3539,-7,-1944,4090,-7330,-12
206,17,-10,-7,3567,-54,-1942,4140,-7315,-11
210,17,-10,-7,3567,-54,-1940,4222,-7247,-11
214,17,-9,-7,3593,-103,-1940,4222,-7247,-11
218,17,-9,-7,3593,-103,-1936,4282,-7217,-10
222,17,-9,-7,3617,-152,-1936,4332,-7207,-10
226,17,-9,-5,3617,-203,-1930,4357,-7207,-10
230,17,-9,-5,3639,-203,-1930,4407,-7042,-10
234,16,-8,-5,3639,-256,-1922,4407,-7042,-10
238,16,-8,-5,3657,-256,-1922,4407,-7042,-10
242,17,-8,-6,3657,-309,-1912,4520,-6927,-9
246,17,-8,-6,3674,-309,-1912,4540,-6982,-9
1,17,-8,-6,3688,-362,-1900,4580,-6875,-9
5,18,-9,-7,3688,-362,-1900,4580,-6795,-9
9,18,-9,-7,3701,-414,-1887,4580,-6795,-9
13,19,-9,-7,3701,-414,-1887,4640,-6712,-8
17,19,-9,-7,3710,-466,-1873,4725,-6645,-8
21,19,-9,-7,3710,-466,-1873,4770,-6570,-8
25,20,-10,-8,3717,-517,-1857,4810,-6525,-8
29,20,-10,-8,3717,-517,-1857,4810,-6525,-8
33,19,-10,-7,3721,-567,-1842,4820,-6447,-8
37,19,-10,-7,3721,-567,-1842,4862,-6335,-7
41,19,-10,-7,3721,-616,-1825,4922,-6280,-7
45,21,-10,-8,3721,-616,-1825,4982,-6197,-7
49,21,-10,-8,3720,-664,-1807,4982,-6197,-7
53,23,-11,-10,3720,-664,-1807,5012,-6157,-7
57,23,-11,-10,3717,-711,-1789,5032,-6045,-7
61,23,-11,-10,3717,-711,-1789,5037,-6015,-7
65,22,-10,-11,3718,-755,-1771,5037,-6015,-7
69,22,-10,-11,3718,-755,-1771,5097,-5917,-7
73,21,-9,-11,3726,-798,-1752,5122,-5845,-7
77,21,-9,-11,3726,-798,-1752,5147,-5765,-7
81,21,-9,-11,3738,-838,-1731,5127,-5667,-7
85,21,-9,-11,3738,-838,-1731,5235,-5600,-7
89,21,-9,-11,3756,-877,-1710,5235,-5600,-7
93,21,-9,-11,3756,-877,-1710,5255,-5535,-7
97,21,-9,-11,3780,-914,-1687,5245,-5500,-6
101,20,-8,-11,3780,-914,-1687,5270,-5407,-7
105,20,-8,-11,3807,-950,-1662,5285,-5325,-7
109,20,-8,-11,3807,-950,-1662,5315,-5260,-6
113,21,-8,-11,3835,-985,-1634,5315,-5260,-6
117,21,-8,-11,3835,-985,-1634,5370,-5225,-7
121,21,-8,-13,3866,-1018,-1604,5415,-5065,-7
125,21,-8,-13,3866,-1018,-1604,5415,-4985,-7
129,21,-8,-13,3899,-1049,-1573,5400,-4937,-7
133,19,-8,-12,3899,-1049,-1573,5400,-4937,-7
137,19,-8,-12,3936,-1080,-1541,5487,-4872,-7
141,21,-8,-14,3936,-1080,-1541,5507,-4770,-7
145,21,-8,-14,3979,-1109,-1507,5542,-4730,-7
149,21,-8,-14,3979,-1109,-1507,5567,-4647,-7
153,23,-9,-17,4028,-1134,-1472,5567,-4647,-7
157,23,-9,-17,4028,-1134,-1472,5577,-4545,-7
161,23,-9,-18,4084,-1155,-1436,5587,-4510,-7
165,23,-9,-18,4084,-1155,-1436,5552,-4470,-7
169,23,-9,-18,4147,-1174,-1399,5572,-4412,-7
173,23,-10,-20,4147,-1174,-1399,5572,-4412,-7
177,23,-10,-20,4213,-1189,-1362,5602,-4307,-7
181,25,-12,-22,4213,-1189,-1362,5597,-4235,-7
185,25,-12,-22,4280,-1200,-1324,5592,-4215,-8
189,25,-12,-22,4280,-1200,-1324,5592,-4215,-8
193,26,-14,-22,4347,-1206,-1288,5652,-4137,-8
197,26,-14,-22,4347,-1206,-1288,5672,-4087,-8
201,25,-14,-20,4409,-1209,-1253,5692,-4040,-8
205,25,-14,-20,4409,-1209,-1253,5682,-3985,-8
209,24,-13,-19,4466,-1210,-1219,5692,-3935,-8
213,24,-13,-19,4466,-1210,-1219,5692,-3935,-8
217,24,-13,-19,4517,-1210,-1186,5712,-3852,-8
221,25,-15,-20,4517,-1210,-1186,5737,-3822,-8
225,25,-15,-20,4562,-1208,-1152,5717,-3740,-8
229,24,-16,-21,4562,-1208,-1152,5742,-3720,-8
233,24,-16,-21,4600,-1206,-1120,5722,-3665,-8
237,24,-16,-21,4600,-1206,-1120,5722,-3665,-8
241,22,-16,-19,4631,-1201,-1089,5747,-3622,-9
245,22,-16,-19,4631,-1201,-1089,5732,-3592,-9
0,21,-16,-18,4656,-1197,-1057,5732,-3562,-9
4,21,-16,-18,4656,-1197,-1057,5732,-3515,-9
8,21,-16,-18,4675,-1192,-1027,5732,-3515,-9
12,24,-20,-22,4675,-1192,-1027,5727,-3542,-9
16,24,-20,-22,4687,-1185,-998,5777,-3440,-10
20,23,-19,-22,4687,-1185,-998,5747,-3415,-10
24,23,-19,-22,4690,-1175,-971,5762,-3367,-10
28,23,-19,-22,4690,-1175,-971,5762,-3367,-10
32,25,-22,-23,4685,-1164,-945,5762,-3367,-10
36,25,-22,-23,4685,-1164,-945,5767,-3332,-10
40,24,-24,-23,4668,-1149,-922,5767,-3267,-10
44,24,-24,-23,4668,-1149,-922,5747,-3287,-11
48,24,-25,-23,4638,-1133,-902,5747,-3287,-11
52,24,-25,-23,4638,-1133,-902,5772,-3210,-11
56,24,-25,-23,4594,-1116,-884,5767,-3180,-11
60,27,-30,-27,4594,-1116,-884,5762,-3180,-11
64,27,-30,-27,4532,-1095,-871,5762,-3180,-11
68,28,-32,-28,4532,-1095,-871,5757,-3155,-11
72,28,-32,-28,4454,-1071,-864,5757,-3155,-11
76,28,-32,-28,4454,-1071,-864,5777,-3112,-11
80,27,-32,-26,4362,-1044,-861,5747,-3082,-12
84,27,-32,-26,4362,-1044,-861,5797,-3052,-11
88,27,-31,-25,4260,-1017,-863,5797,-3052,-11
92,27,-31,-25,4260,-1017,-863,5747,-3042,-12
96,27,-31,-25,4148,-989,-869,5727,-3047,-12
100,28,-31,-25,4148,-989,-869,5762,-3012,-12
104,28,-31,-25,4030,-961,-877,5747,-3012,-12
108,26,-28,-23,4030,-961,-877,5707,-2960,-12
112,26,-28,-23,3913,-933,-888,5707,-2960,-12
116,26,-28,-23,3913,-933,-888,5752,-2950,-13
120,23,-26,-20,3797,-906,-899,5692,-2955,-13
124,23,-26,-20,3797,-906,-899,5757,-2920,-13
128,23,-24,-19,3684,-882,-911,5747,-2905,-13
132,23,-24,-19,3684,-882,-911,5747,-2905,-13
136,23,-24,-19,3575,-861,-922,5732,-2915,-13
140,23,-25,-19,3575,-861,-922,5702,-2832,-13
144,23,-25,-19,3468,-841,-932,5712,-2802,-13
148,26,-29,-22,3468,-841,-932,5682,-2802,-13
152,26,-29,-22,3361,-822,-945,5682,-2802,-13
156,26,-30,-23,3361,-822,-945,5737,-2807,-14
160,26,-30,-23,3250,-802,-961,5727,-2685,-14
164,26,-30,-23,3250,-802,-961,5677,-2685,-14
168,23,-26,-19,3135,-781,-980,5667,-2625,-14
172,23,-26,-19,3135,-781,-980,5667,-2625,-14
176,23,-27,-21,3021,-761,-999,5667,-2625,-14
180,23,-27,-21,3021,-761,-999,5662,-2577,-14
184,23,-27,-21,2908,-742,-1020,5667,-2567,-14
188,24,-29,-22,2908,-742,-1020,5667,-2567,-14
192,24,-29,-22,2797,-722,-1042,5662,-2557,-15
196,24,-28,-19,2797,-722,-1042,5662,-2557,-15
200,24,-28,-19,2683,-702,-1067,5647,-2542,-15
204,24,-28,-19,2683,-702,-1067,5607,-2492,-15
208,24,-29,-18,2564,-684,-1092,5597,-2460,-15
212,24,-29,-18,2564,-684,-1092,5597,-2460,-15
216,24,-28,-18,2440,-666,-1119,5602,-2420,-15
220,24,-28,-18,2440,-666,-1119,5637,-2445,-15
224,24,-28,-18,2313,-649,-1147,5577,-2395,-16
228,23,-25,-18,2313,-649,-1147,5597,-2337,-16
232,23,-25,-18,2190,-633,-1176,5547,-2302,-16
236,23,-23,-17,2190,-633,-1176,5547,-2302,-16
240,23,-23,-17,2076,-617,-1204,5552,-2247,-16
244,23,-23,-17,2076,-617,-1204,5552,-2242,-16
248,24,-22,-19,1970,-600,-1231,5507,-2232,-16
2,24,-22,-19,1970,-600,-1231,5517,-2155,-16
6,24,-20,-20,1878,-583,-1258,5517,-2155,-16
10,24,-20,-20,1878,-583,-1258,5517,-2125,-16
14,23,-18,-20,1801,-565,-1284,5527,-2067,-16
18,23,-18,-20,1801,-565,-1284,5455,-2057,-16
22,23,-18,-20,1742,-548,-1309,5445,-1987,-16
26,23,-17,-20,1742,-548,-1309,5445,-1987,-16
30,23,-17,-20,1698,-529,-1331,5430,-1945,-16
34,25,-17,-21,1698,-529,-1331,5410,-1895,-17
38,25,-17,-21,1668,-511,-1353,5450,-1915,-17
42,25,-17,-21,1668,-511,-1353,5435,-1885,-17
46,25,-17,-21,1652,-491,-1374,5435,-1885,-17
50,25,-17,-21,1652,-491,-1374,5435,-1885,-17
54,24,-16,-19,1648,-470,-1395,5415,-1812,-17
58,24,-16,-19,1648,-470,-1395,5395,-1802,-17
62,24,-16,-19,1654,-451,-1415,5395,-1802,-17
66,23,-15,-18,1654,-451,-1415,5330,-1635,-17
70,23,-15,-18,1666,-432,-1434,5330,-1635,-17
74,24,-16,-21,1666,-432,-1434,5295,-1615,-18
78,24,-16,-21,1684,-414,-1452,5290,-1590,-18
82,24,-16,-21,1684,-414,-1452,5290,-1562,-18
86,25,-16,-22,1712,-395,-1471,5290,-1562,-18
90,25,-16,-22,1712,-395,-1471,5245,-1517,-18
94,26,-15,-22,1748,-376,-1490,5240,-1512,-18
98,26,-15,-22,1748,-376,-1490,5230,-1467,-18
102,25,-14,-23,1791,-356,-1508,5195,-1405,-18
106,25,-14,-23,1791,-356,-1508,5225,-1370,-18
110,25,-14,-23,1840,-335,-1527,5225,-1370,-18
114,24,-12,-21,1840,-335,-1527,5185,-1350,-19
118,24,-12,-21,1893,-314,-1544,5137,-1297,-19
122,25,-11,-20,1893,-314,-1544,5092,-1247,-19
126,25,-11,-20,1949,-295,-1560,5142,-1242,-19
130,25,-11,-20,1949,-295,-1560,5142,-1242,-19
134,25,-11,-21,2010,-277,-1575,5067,-1197,-19
138,25,-11,-21,2010,-277,-1575,5072,-1222,-19
142,25,-9,-23,2076,-260,-1589,5022,-1155,-19
146,25,-9,-23,2076,-260,-1589,5007,-1177,-19
150,25,-9,-23,2145,-243,-1601,5007,-1177,-19
154,26,-9,-22,2145,-243,-1601,5007,-1177,-19
158,26,-9,-22,2217,-227,-1613,5002,-1170,-19
162,25,-8,-22,2217,-227,-1613,4937,-1115,-20
166,25,-8,-22,2291,-212,-1624,4862,-1100,-20
170,25,-8,-22,2291,-212,-1624,4882,-1080,-20
175,26,-8,-22,2368,-197,-1633,4882,-1080,-20
179,26,-8,-22,2368,-197,-1633,4872,-1095,-20
183,26,-6,-24,2447,-182,-1642,4862,-1105,-20
187,26,-6,-24,2447,-182,-1642,4862,-1105,-20
191,26,-6,-24,2532,-167,-1650,4842,-1060,-21
195,27,-6,-25,2532,-167,-1650,4842,-1060,-21
199,27,-6,-25,2624,-152,-1657,4830,-1050,-21
203,27,-5,-26,2624,-152,-1657,4815,-1017,-21
207,27,-5,-26,2724,-136,-1665,4795,-1012,-21
211,27,-4,-26,2724,-136,-1665,4795,-1012,-21
215,27,-4,-26,2829,-120,-1672,4715,-1045,-21
219,27,-4,-26,2829,-120,-1672,4665,-1055,-22
223,29,-5,-27,2934,-104,-1679,4700,-1012,-22
227,29,-5,-27,2934,-104,-1679,4650,-1070,-22
231,29,-4,-27,3038,-87,-1686,4640,-1050,-22
235,29,-4,-27,3038,-87,-1686,4640,-1050,-22
239,29,-4,-27,3142,-70,-1693,4620,-1095,-22
243,29,-4,-27,3142,-70,-1693,4600,-1090,-22
247,29,-4,-27,3247,-54,-1700,4615,-1070,-23
2,29,-3,-27,3247,-54,-1700,4545,-1145,-23
6,29,-3,-27,3352,-39,-1708,4545,-1145,-23
10,29,-3,-27,3352,-39,-1708,4545,-1145,-23
14,28,-3,-25,3457,-24,-1715,4530,-1187,-23
18,28,-3,-25,3457,-24,-1715,4502,-1267,-23
22,27,-1,-26,3562,-12,-1722,4507,-1227,-23
26,27,-1,-26,3562,-12,-1722,4530,-1282,-23
30,27,-1,-26,3666,0,-1728,4530,-1282,-23
34,27,0,-25,3666,0,-1728,4477,-1305,-24
38,27,0,-25,3772,9,-1733,4437,-1370,-24
42,27,0,-24,3772,9,-1733,4442,-1365,-24
46,27,0,-24,3879,16,-1738,4367,-1452,-24
50,27,0,-24,3879,16,-1738,4367,-1452,-24
54,28,0,-25,3986,21,-1741,4427,-1497,-24
58,28,0,-25,3986,21,-1741,4402,-1537,-24
62,29,0,-26,4094,26,-1744,4372,-1590,-24
66,29,0,-26,4094,26,-1744,4402,-1610,-25
70,28,0,-26,4204,30,-1747,4402,-1610,-25
74,28,0,-26,4204,30,-1747,4347,-1670,-25
78,28,0,-26,4312,32,-1751,4322,-1772,-25
82,28,0,-26,4312,32,-1751,4347,-1772,-25
86,28,0,-26,4415,34,-1755,4347,-1772,-25
90,29,-1,-27,4415,34,-1755,4332,-1910,-25
94,29,-1,-27,4516,33,-1761,4267,-1945,-25
98,29,-1,-27,4516,33,-1761,4277,-2012,-25
102,29,-1,-27,4614,32,-1767,4257,-2095,-25
106,29,-1,-27,4614,32,-1767,4242,-2140,-25
110,28,0,-27,4711,29,-1775,4242,-2140,-25
114,28,0,-27,4711,29,-1775,4252,-2272,-25
118,28,0,-27,4807,25,-1784,4272,-2342,-26
122,29,0,-27,4807,25,-1784,4232,-2440,-26
126,29,0,-27,4904,20,-1792,4232,-2522,-25
130,29,1,-28,4904,20,-1792,4232,-2522,-25
134,29,1,-28,5005,13,-1801,4232,-2522,-25
138,29,1,-28,5005,13,-1801,4237,-2705,-26
142,29,0,-27,5107,5,-1809,4197,-2787,-26
146,29,0,-27,5107,5,-1809,4212,-2807,-26
150,29,0,-27,5207,-5,-1818,4175,-2930,-26
154,29,0,-27,5207,-5,-1818,4175,-2930,-26
158,29,0,-27,5302,-15,-1827,4207,-2995,-26
162,29,0,-27,5302,-15,-1827,4217,-3160,-26
166,29,0,-27,5395,-27,-1837,4197,-3250,-25
170,29,-1,-28,5395,-27,-1837,4207,-3312,-25
174,29,-1,-28,5483,-40,-1846,4207,-3312,-25
178,30,-3,-28,5483,-40,-1846,4207,-3465,-26
182,30,-3,-28,5563,-55,-1857,4155,-3567,-25
186,30,-3,-28,5563,-55,-1857,4207,-3680,-25
190,30,-4,-28,5633,-71,-1868,4175,-3750,-25
194,30,-4,-28,5633,-71,-1868,4175,-3750,-25
198,30,-5,-29,5694,-88,-1880,4202,-3832,-25
202,30,-5,-29,5694,-88,-1880,4180,-3940,-25
206,30,-5,-29,5746,-107,-1893,4207,-4020,-25
210,32,-7,-31,5746,-107,-1893,4207,-4020,-25
214,32,-7,-31,5788,-127,-1906,4217,-4172,-25
218,32,-8,-31,5788,-127,-1906,4222,-4210,-25
222,32,-8,-31,5818,-148,-1921,4227,-4300,-25
226,32,-8,-31,5818,-148,-1921,4257,-4377,-24
230,31,-8,-29,5836,-169,-1938,4237,-4455,-24
234,31,-8,-29,5836,-169,-1938,4237,-4455,-24
238,30,-7,-28,5844,-193,-1954,4262,-4612,-24
242,30,-7,-28,5844,-193,-1954,4277,-4632,-24
246,30,-7,-28,5844,-218,-1971,4287,-4710,-24
1,30,-8,-27,5844,-218,-1971,4302,-4815,-23
5,30,-8,-27,5835,-246,-1987,4297,-4892,-23
9,30,-10,-28,5835,-246,-1987,4297,-4892,-23
13,30,-10,-28,5813,-277,-2003,4307,-4985,-23
17,30,-10,-30,5813,-277,-2003,4317,-5005,-23
21,30,-10,-30,5781,-307,-2019,4322,-5070,-23
25,30,-10,-30,5781,-307,-2019,4347,-5117,-22
29,29,-10,-31,5744,-339,-2036,4347,-5117,-22
33,29,-10,-31,5744,-339,-2036,4387,-5187,-22
37,29,-10,-31,5705,-370,-2053,4387,-5245,-22
41,29,-10,-31,5705,-370,-2053,4387,-5270,-22
45,29,-10,-31,5665,-400,-2069,4392,-5372,-21
49,28,-10,-30,5665,-400,-2069,4392,-5372,-21
53,28,-10,-30,5623,-431,-2084,4387,-5392,-21
57,29,-12,-32,5623,-431,-2084,4412,-5427,-21
61,29,-12,-32,5576,-462,-2098,4472,-5447,-21
65,29,-12,-32,5576,-462,-2098,4497,-5500,-21
69,29,-13,-34,5524,-491,-2112,4497,-5500,-21
73,29,-13,-34,5524,-491,-2112,4477,-5550,-20
77,28,-14,-33,5466,-518,-2126,4487,-5560,-20
81,28,-14,-33,5466,-518,-2126,4497,-5697,-20
85,28,-14,-33,5401,-545,-2141,4497,-5697,-20
89,27,-13,-32,5401,-545,-2141,4565,-5617,-20
93,27,-13,-32,5333,-571,-2155,4555,-5622,-20
97,26,-14,-33,5333,-571,-2155,4575,-5632,-19
101,26,-14,-33,5261,-598,-2167,4625,-5722,-19
105,26,-14,-33,5261,-598,-2167,4630,-5687,-19
109,26,-14,-34,5184,-625,-2179,4630,-5687,-19
113,26,-14,-34,5184,-625,-2179,4645,-5677,-19
117,28,-16,-36,5101,-651,-2189,4630,-5627,-19
121,28,-16,-36,5101,-651,-2189,4690,-5687,-18
125,27,-16,-37,5015,-676,-2199,4680,-5652,-18
129,27,-16,-37,5015,-676,-2199,4710,-5642,-18
133,27,-16,-37,4921,-698,-2208,4710,-5642,-18
137,25,-15,-34,4921,-698,-2208,4785,-5657,-18
141,25,-15,-34,4823,-720,-2217,4805,-5692,-18
145,23,-14,-32,4823,-720,-2217,4795,-5632,-18
149,23,-14,-32,4721,-741,-2224,4837,-5647,-17
153,23,-14,-32,4721,-741,-2224,4837,-5647,-17
157,24,-17,-34,4617,-762,-2229,4902,-5657,-18
161,24,-17,-34,4617,-762,-2229,4912,-5560,-17
165,23,-17,-34,4508,-783,-2234,4897,-5520,-17
169,23,-17,-34,4508,-783,-2234,4922,-5530,-17
173,23,-17,-34,4395,-803,-2240,4922,-5530,-17
177,22,-15,-33,4395,-803,-2240,4927,-5477,-17
181,22,-15,-33,4280,-823,-2244,4957,-5490,-17
185,21,-14,-33,4280,-823,-2244,4992,-5377,-17
189,21,-14,-33,4169,-842,-2247,4997,-5397,-17
193,21,-14,-33,4169,-842,-2247,4997,-5397,-17
197,20,-16,-33,4058,-861,-2249,5027,-5330,-17
201,20,-16,-33,4058,-861,-2249,5022,-5320,-17
205,19,-17,-33,3944,-880,-2251,5047,-5275,-17
209,19,-17,-33,3944,-880,-2251,5047,-5275,-17
213,19,-17,-34,3825,-897,-2254,5072,-5202,-17
217,19,-17,-34,3825,-897,-2254,5072,-5202,-17
221,19,-17,-34,3702,-914,-2257,5122,-5142,-17
225,19,-18,-35,3702,-914,-2257,5152,-5097,-17
229,19,-18,-35,3576,-928,-2262,5165,-5045,-17
233,17,-18,-34,3576,-928,-2262,5165,-5045,-17
