sync,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
0,280,4,0,-30,-71,-24,5370,-917,-12
4,280,4,0,-30,-71,-24,5375,-865,-12
8,280,4,0,-44,-82,-28,5400,-845,-12
12,360,-12,-5,-44,-82,-28,5410,-835,-12
16,360,-12,-5,-77,-104,-34,5385,-845,-12
20,330,4,-14,-77,-104,-34,5385,-845,-12
24,330,4,-14,-142,-132,-39,5385,-870,-12
28,330,4,-14,-142,-132,-39,5390,-865,-12
32,316,-7,13,-189,-142,-47,5410,-870,-12
36,316,-7,13,-189,-142,-47,5385,-840,-12
40,317,-1,-4,-211,-121,-54,5355,-860,-12
44,317,-1,-4,-211,-121,-54,5355,-860,-12
48,317,-1,-4,-236,-128,-59,5385,-860,-12
52,296,14,-12,-236,-128,-59,5430,-845,-12
56,296,14,-12,-262,-144,-65,5370,-800,-12
60,312,8,7,-262,-144,-65,5380,-790,-12
64,312,8,7,-287,-141,-69,5380,-790,-12
68,335,5,0,-287,-141,-69,5375,-845,-12
72,335,5,0,-283,-120,-69,5380,-830,-12
76,335,5,0,-283,-120,-69,5390,-825,-12
80,339,-2,35,-251,-116,-68,5375,-820,-12
84,339,-2,35,-251,-116,-68,5375,-820,-12
88,370,-1,27,-221,-113,-68,5375,-830,-12
92,370,-1,27,-221,-113,-68,5385,-875,-12
96,370,-1,27,-205,-100,-62,5390,-815,-12
100,320,14,-22,-205,-100,-62,5370,-825,-12
104,320,14,-22,-189,-81,-51,5370,-825,-12
108,314,11,3,-189,-81,-51,5400,-800,-12
112,314,11,3,-160,-72,-44,5370,-835,-12
116,314,11,3,-160,-72,-44,5380,-800,-12
120,347,7,21,-145,-76,-38,5380,-800,-12
124,347,7,21,-145,-76,-38,5390,-820,-12
128,333,4,35,-144,-85,-33,5390,-820,-12
132,333,4,35,-144,-85,-33,5370,-845,-12
136,333,4,35,-167,-87,-26,5315,-845,-12
140,383,-3,5,-167,-87,-26,5360,-805,-12
144,383,-3,5,-220,-96,-21,5360,-805,-12
148,370,-8,12,-220,-96,-21,5365,-840,-12
152,370,-8,12,-311,-113,-20,5450,-830,-12
156,373,-6,14,-311,-113,-20,5400,-830,-12
160,373,-6,14,-414,-120,-19,5385,-830,-12
164,373,-6,14,-414,-120,-19,5405,-830,-12
168,346,6,8,-495,-127,-18,5405,-830,-12
172,346,6,8,-495,-127,-18,5360,-825,-12
176,339,-2,24,-596,-129,-26,5375,-830,-12
180,339,-2,24,-596,-129,-26,5345,-810,-12
184,339,-2,24,-698,-118,-26,5370,-790,-11
188,344,15,-4,-698,-118,-26,5370,-790,-11
192,344,15,-4,-770,-93,-23,5400,-810,-11
196,323,14,-25,-770,-93,-23,5370,-805,-11
200,323,14,-25,-800,-71,-22,5340,-825,-11
204,323,14,-25,-800,-71,-22,5420,-785,-11
208,357,8,28,-764,-29,-11,5420,-785,-11
212,357,8,28,-764,-29,-11,5405,-772,-11
216,341,-4,43,-712,20,3,5340,-810,-11
220,341,-4,43,-712,20,3,5375,-805,-11
224,341,-4,43,-705,28,5,5375,-762,-11
228,351,25,13,-705,28,5,5375,-762,-11
232,351,25,13,-731,0,-14,5375,-762,-11
236,348,-5,18,-731,0,-14,5345,-772,-11
240,348,-5,18,-704,-10,-19,5350,-747,-11
244,348,-5,18,-704,-10,-19,5350,-747,-11
248,343,8,-5,-704,-12,-17,5405,-815,-11
2,343,8,-5,-704,-12,-17,5405,-815,-11
6,333,10,22,-713,-43,-28,5375,-790,-11
10,333,10,22,-713,-43,-28,5385,-777,-11
14,338,0,3,-685,-70,-38,5390,-727,-11
18,338,0,3,-685,-70,-38,5390,-727,-11
22,338,0,3,-625,-132,-60,5340,-762,-11
26,345,5,12,-625,-132,-60,5390,-777,-11
30,345,5,12,-614,-189,-78,5380,-767,-11
34,337,7,6,-614,-189,-78,5370,-762,-11
38,337,7,6,-581,-235,-93,5365,-747,-11
42,337,7,6,-581,-235,-93,5365,-747,-11
46,336,5,9,-555,-288,-117,5355,-742,-11
50,336,5,9,-555,-288,-117,5345,-702,-11
54,349,2,8,-531,-334,-136,5320,-767,-11
58,349,2,8,-531,-334,-136,5320,-727,-11
62,349,2,8,-512,-383,-158,5320,-727,-11
66,339,5,6,-512,-383,-158,5350,-702,-11
70,339,5,6,-495,-429,-178,5325,-697,-11
74,333,5,12,-495,-429,-178,5315,-785,-11
78,333,5,12,-479,-476,-200,5320,-707,-11
82,333,5,12,-479,-476,-200,5320,-707,-11
86,343,3,9,-464,-521,-220,5275,-652,-11
90,343,3,9,-464,-521,-220,5265,-672,-12
94,336,5,8,-449,-566,-242,5290,-620,-12
98,336,5,8,-449,-566,-242,5270,-640,-12
102,336,5,8,-434,-608,-263,5270,-640,-12
106,341,2,10,-434,-608,-263,5270,-640,-12
110,341,2,10,-420,-651,-284,5280,-605,-12
114,332,6,10,-420,-651,-284,5230,-605,-12
118,332,6,10,-406,-692,-304,5230,-605,-12
122,332,6,9,-406,-692,-304,5220,-535,-12
126,332,6,9,-391,-733,-324,5220,-535,-12
130,332,6,9,-391,-733,-324,5265,-487,-13
134,335,5,10,-375,-772,-343,5255,-492,-12
138,335,5,10,-375,-772,-343,5190,-477,-13
142,331,5,11,-358,-810,-362,5190,-477,-13
146,331,5,11,-358,-810,-362,5220,-452,-13
150,331,5,11,-340,-847,-379,5160,-417,-13
154,336,4,15,-340,-847,-379,5220,-462,-13
158,336,4,15,-321,-882,-397,5160,-365,-13
162,334,5,10,-321,-882,-397,5165,-385,-13
167,334,5,10,-302,-915,-413,5165,-385,-13
171,334,5,10,-302,-915,-413,5142,-335,-14
175,321,6,15,-282,-947,-429,5165,-375,-14
179,321,6,15,-282,-947,-429,5152,-340,-14
183,328,6,12,-262,-977,-443,5122,-305,-14
187,328,6,12,-262,-977,-443,5122,-305,-14
191,328,6,12,-241,-1005,-458,5137,-265,-14
195,333,3,17,-241,-1005,-458,5082,-257,-14
199,333,3,17,-220,-1031,-471,5052,-257,-14
203,327,5,14,-220,-1031,-471,5042,-212,-14
207,327,5,14,-198,-1054,-483,5042,-212,-14
211,325,7,15,-198,-1054,-483,5042,-212,-14
215,325,7,15,-177,-1074,-492,4997,-207,-15
219,325,7,15,-177,-1074,-492,4992,-142,-15
223,333,4,16,-154,-1090,-499,4977,-120,-15
227,333,4,16,-154,-1090,-499,4937,-85,-15
231,340,-1,15,-130,-1102,-500,4937,-85,-15
235,340,-1,15,-130,-1102,-500,4967,-90,-16
239,340,-1,15,-107,-1113,-499,4872,-55,-16
243,331,2,17,-107,-1113,-499,4872,-55,-16
247,331,2,17,-86,-1120,-492,4882,-80,-16
2,329,3,16,-86,-1120,-492,4882,-80,-16
6,329,3,16,-67,-1125,-483,4857,-60,-16
10,329,3,16,-67,-1125,-483,4847,-10,-16
14,342,-2,16,-53,-1126,-469,4800,-5,-16
18,342,-2,16,-53,-1126,-469,4800,-5,-16
22,328,2,19,-45,-1126,-452,4790,-5,-17
26,328,2,19,-45,-1126,-452,4760,-30,-17
30,328,2,19,-40,-1123,-433,4720,15,-17
34,335,0,21,-40,-1123,-433,4795,45,-17
38,335,0,21,-41,-1116,-412,4705,20,-17
42,337,-3,22,-41,-1116,-412,4705,20,-17
46,337,-3,22,-47,-1106,-388,4725,65,-17
50,337,-3,22,-47,-1106,-388,4685,80,-17
54,331,-1,21,-60,-1092,-362,4695,105,-18
58,331,-1,21,-60,-1092,-362,4610,85,-18
62,332,-3,21,-82,-1075,-334,4610,85,-18
66,332,-3,21,-82,-1075,-334,4610,85,-18
70,337,-6,25,-116,-1053,-303,4660,147,-18
74,337,-6,25,-116,-1053,-303,4605,157,-18
78,337,-6,25,-172,-1029,-272,4625,162,-18
82,337,-5,21,-172,-1029,-272,4580,137,-18
86,337,-5,21,-239,-1002,-239,4580,137,-18
90,333,-3,26,-239,-1002,-239,4535,162,-18
94,333,-3,26,-309,-972,-205,4555,172,-18
98,333,-3,26,-309,-972,-205,4580,212,-18
102,326,-1,25,-377,-940,-169,4585,142,-18
106,326,-1,25,-377,-940,-169,4585,142,-18
110,336,-6,25,-453,-905,-134,4550,162,-18
114,336,-6,25,-453,-905,-134,4535,192,-18
118,336,-6,25,-538,-869,-97,4502,222,-18
122,351,-11,27,-538,-869,-97,4540,222,-18
126,351,-11,27,-640,-831,-60,4540,222,-18
130,348,-2,24,-640,-831,-60,4530,252,-18
134,348,-2,24,-757,-792,-22,4550,290,-18
138,348,-2,24,-757,-792,-22,4565,232,-18
142,325,-5,32,-844,-750,16,4565,232,-18
146,325,-5,32,-844,-750,16,4525,280,-18
150,333,-5,26,-940,-699,55,4525,280,-18
154,333,-5,26,-940,-699,55,4535,320,-18
158,352,-13,31,-1063,-642,93,4530,330,-18
162,352,-13,31,-1063,-642,93,4550,315,-18
166,352,-13,31,-1209,-582,133,4550,315,-18
170,332,-9,31,-1209,-582,173,4535,345,-18
174,332,-9,31,-1370,-519,173,4540,340,-18
178,338,-9,30,-1370,-519,212,4570,365,-17
182,338,-9,30,-1545,-456,212,4580,345,-17
186,338,-9,30,-1545,-456,251,4580,345,-17
190,328,-6,29,-1747,-393,251,4580,345,-17
194,328,-6,29,-1747,-393,289,4535,370,-17
198,344,-10,31,-1966,-330,289,4545,407,-16
202,344,-10,31,-1966,-269,327,4590,462,-16
206,344,-10,31,-2184,-269,327,4570,422,-16
210,327,-4,30,-2184,-210,366,4570,422,-16
214,327,-4,30,-2403,-210,366,4625,442,-16
218,336,-7,28,-2403,-154,406,4610,402,-15
222,336,-7,28,-2631,-154,406,4620,447,-15
226,336,-7,28,-2858,-102,446,4610,477,-15
230,340,-8,31,-2858,-102,446,4610,477,-15
234,340,-8,31,-3072,-55,488,4655,437,-14
238,342,-5,24,-3072,-55,488,4655,447,-14
242,342,-5,24,-3277,-12,530,4675,467,-13
246,342,-5,24,-3277,-12,530,4660,462,-13
1,329,-1,24,-3464,25,574,4660,462,-13
5,329,-1,24,-3464,25,574,4685,422,-13
9,338,-3,26,-3630,58,617,4725,422,-13
13,338,-3,26,-3630,58,617,4735,412,-12
17,330,-1,26,-3775,85,660,4735,412,-12
21,330,-1,26,-3775,85,660,4740,365,-12
25,330,-1,26,-3899,107,702,4790,380,-11
29,341,-4,27,-3899,107,702,4805,397,-11
33,341,-4,27,-4006,127,742,4800,350,-11
37,338,-1,23,-4006,127,742,4867,350,-10
41,338,-1,23,-4095,146,774,4867,350,-10
45,338,-1,23,-4095,146,774,4830,192,-10
49,326,6,24,-4169,160,803,4800,252,-9
53,326,6,24,-4169,160,803,4815,167,-9
57,344,0,25,-4228,172,826,4820,115,-9
61,344,0,25,-4228,172,826,4887,75,-8
65,344,0,25,-4270,180,845,4887,75,-8
69,343,0,19,-4270,180,845,4917,-10,-8
73,343,0,19,-4300,187,858,4927,-50,-8
77,334,4,25,-4300,187,858,4932,-90,-7
81,334,4,25,-4316,191,865,4932,-152,-7
85,334,4,25,-4316,191,865,4932,-152,-7
89,338,4,20,-4318,191,868,4982,-252,-6
93,338,4,20,-4318,191,868,4992,-275,-6
97,336,5,19,-4307,189,865,5032,-355,-6
101,336,5,19,-4307,189,865,5012,-412,-5
105,336,5,19,-4282,185,858,5012,-412,-5
109,329,9,20,-4282,185,858,4997,-447,-5
113,329,9,20,-4247,180,845,5012,-477,-5
117,331,8,19,-4247,180,845,5037,-657,-5
121,331,8,19,-4203,173,829,5072,-707,-4
125,337,8,17,-4203,173,829,5072,-707,-4
129,337,8,17,-4153,167,807,5057,-712,-4
133,337,8,17,-4153,167,807,5022,-800,-4
137,337,8,16,-4100,159,782,5067,-987,-3
141,337,8,16,-4100,159,782,5067,-987,-3
145,345,6,18,-4045,152,752,5057,-967,-3
149,345,6,18,-4045,152,752,5057,-977,-3
153,345,6,18,-3986,146,720,5057,-1022,-3
157,338,8,18,-3986,146,720,5077,-1182,-3
161,338,8,18,-3926,139,685,5077,-1197,-2
165,334,12,16,-3926,139,685,5077,-1197,-2
169,334,12,16,-3863,131,646,5047,-1277,-2
173,334,12,16,-3863,131,646,5042,-1287,-2
177,339,12,16,-3800,124,604,5042,-1370,-1
181,339,12,16,-3800,124,604,5077,-1420,-2
185,342,12,14,-3733,117,560,5007,-1512,-1
189,342,12,14,-3733,117,560,5007,-1512,-1
193,342,12,14,-3662,111,513,5062,-1580,-1
197,324,18,11,-3662,111,513,5067,-1675,-1
201,324,18,11,-3586,105,464,5037,-1675,-1
205,329,17,13,-3586,105,464,5052,-1717,-1
209,329,17,13,-3503,98,414,5052,-1717,-1
213,329,17,13,-3503,98,414,5052,-1762,-1
217,356,7,15,-3414,93,361,5052,-1875,-1
221,356,7,15,-3414,93,361,5062,-1910,-1
225,345,15,13,-3321,88,307,5057,-1935,0
229,345,15,13,-3321,88,307,5057,-1935,0
233,355,13,13,-3224,83,251,5057,-1972,0
237,355,13,13,-3224,83,251,5037,-2077,0
241,355,13,13,-3123,78,194,5007,-2095,0
245,361,10,11,-3123,78,194,5017,-2120,0
0,361,10,11,-3017,73,136,5017,-2120,0
4,343,14,13,-3017,73,136,5067,-2150,0
8,343,14,13,-2910,68,78,5007,-2210,0
12,343,14,13,-2910,68,78,5007,-2237,0
16,328,8,12,-2801,64,20,5007,-2237,0
20,328,8,12,-2801,64,20,5052,-2257,0
24,300,5,12,-2696,60,-36,5052,-2257,0
28,300,5,12,-2696,60,-36,4962,-2337,1
32,300,5,12,-2596,58,-90,4997,-2307,1
36,267,8,11,-2596,58,-90,4972,-2360,1
40,267,8,11,-2504,57,-140,4972,-2360,1
44,260,3,12,-2504,57,-140,4987,-2385,1
48,260,3,12,-2418,58,-186,4982,-2445,1
52,260,3,12,-2418,58,-186,4977,-2425,1
56,248,2,14,-2337,59,-227,4962,-2440,1
60,248,2,14,-2337,59,-227,4967,-2492,1
64,220,1,11,-2260,61,-264,4967,-2492,1
68,220,1,11,-2260,61,-264,4977,-2527,1
72,184,3,11,-2185,64,-297,4957,-2497,1
76,184,3,11,-2185,64,-297,4912,-2507,1
80,184,3,11,-2111,68,-325,4947,-2512,1
84,153,3,8,-2111,68,-325,4947,-2512,1
88,153,3,8,-2030,74,-347,4892,-2527,1
92,130,1,13,-2030,74,-347,4942,-2542,1
96,130,1,13,-1943,80,-363,4922,-2527,1
100,130,1,13,-1943,80,-363,4947,-2562,2
104,141,-3,6,-1851,86,-373,4947,-2562,2
108,141,-3,6,-1851,86,-373,4922,-2577,2
112,65,14,8,-1760,92,-377,4922,-2592,1
116,65,14,8,-1760,92,-377,4887,-2620,2
120,65,14,8,-1672,96,-376,4862,-2635,2
124,109,-3,14,-1672,96,-376,4862,-2635,2
128,109,-3,14,-1590,100,-368,4872,-2597,2
132,89,-4,11,-1590,100,-368,4867,-2645,2
136,89,-4,11,-1514,100,-356,4857,-2700,2
140,89,-4,11,-1514,100,-356,4857,-2700,2
144,115,-5,13,-1439,99,-338,4897,-2670,2
148,115,-5,13,-1439,99,-338,4897,-2670,2
152,70,-9,19,-1367,97,-318,4847,-2730,2
156,70,-9,19,-1367,97,-318,4857,-2680,2
160,70,-9,19,-1298,93,-296,4857,-2782,2
164,51,-5,11,-1298,93,-296,4857,-2782,2
168,51,-5,11,-1232,88,-271,4847,-2720,2
172,41,-1,3,-1232,88,-271,4842,-2735,2
176,41,-1,3,-1167,82,-243,4837,-2710,2
180,45,-5,6,-1167,82,-243,4847,-2787,2
184,45,-5,6,-1103,75,-213,4862,-2767,2
188,45,-5,6,-1103,75,-213,4862,-2767,2
192,42,-6,7,-1041,67,-182,4857,-2792,2
196,42,-6,7,-1041,67,-182,4847,-2782,2
200,30,-4,3,-980,58,-150,4857,-2812,2
204,30,-4,3,-980,58,-150,4867,-2822,2
208,30,-4,3,-921,48,-118,4867,-2822,2
212,23,-2,3,-921,48,-118,4852,-2847,2
216,23,-2,3,-864,38,-85,4815,-2885,2
220,21,-4,6,-864,38,-85,4815,-2862,2
224,21,-4,6,-807,28,-53,4825,-2945,2
228,21,-4,6,-807,28,-53,4825,-2945,2
232,17,-3,4,-751,19,-21,4815,-2925,2
236,17,-3,4,-751,19,-21,4830,-2895,2
240,12,-2,4,-694,10,13,4805,-2935,2
244,12,-2,4,-694,10,13,4825,-2925,2
248,12,-2,4,-637,1,47,4825,-2925,2
2,4,-2,5,-637,1,47,4825,-2925,2
6,4,-2,5,-579,-8,81,4795,-2945,2
10,-2,0,3,-579,-8,81,4825,-3037,2
14,-2,0,3,-515,-16,112,4825,-3037,2
18,-2,0,3,-515,-16,112,4815,-3042,3
22,-2,-2,4,-448,-23,139,4815,-3042,3
26,-2,-2,4,-448,-23,139,4815,-3022,2
30,-4,-3,5,-379,-32,164,4830,-3057,2
34,-4,-3,5,-379,-32,164,4790,-3067,3
38,-10,0,6,-312,-42,186,4790,-3067,3
42,-10,0,6,-312,-42,186,4830,-3077,2
46,-10,0,6,-249,-54,203,4810,-3112,2
50,-8,0,4,-249,-54,203,4790,-3052,2
54,-8,0,4,-186,-66,215,4780,-3097,3
58,-9,0,2,-186,-66,215,4805,-3135,3
62,-9,0,2,-124,-75,223,4805,-3135,3
66,-9,0,2,-124,-75,223,4820,-3107,2
70,-10,2,4,-66,-85,227,4825,-3127,2
74,-10,2,4,-66,-85,227,4825,-3097,2
78,-9,2,5,-10,-93,227,4820,-3102,2
82,-9,2,5,-10,-93,227,4820,-3102,2
86,-9,2,5,43,-102,224,4867,-3150,2
90,-6,1,3,43,-102,224,4810,-3140,2
94,-6,1,3,94,-111,218,4837,-3155,2
98,0,-1,2,94,-111,218,4830,-3122,3
102,0,-1,2,146,-120,210,4830,-3122,3
106,0,-1,2,146,-120,210,4805,-3175,2
110,-10,3,2,202,-129,199,4837,-3175,2
114,-10,3,2,202,-129,199,4867,-3135,2
118,-8,4,5,260,-137,186,4857,-3122,2
122,-8,4,5,260,-137,186,4820,-3122,2
126,-9,5,4,315,-142,172,4820,-3122,2
130,-9,5,4,315,-142,172,4815,-3122,2
134,-9,5,4,363,-145,158,4867,-3127,2
138,-5,6,10,363,-145,158,4867,-3127,2
142,-5,6,10,399,-146,142,4852,-3102,2
146,-7,1,7,399,-146,142,4852,-3102,2
150,-7,1,7,423,-148,123,4847,-3107,2
154,-7,1,7,423,-148,123,4872,-3087,2
158,-9,3,6,439,-150,103,4862,-3047,2
162,-9,3,6,439,-150,103,4862,-3047,2
166,-9,3,5,453,-149,82,4847,-3067,2
170,-9,3,5,453,-149,82,4825,-3052,2
174,-9,3,5,466,-146,60,4877,-3057,2
178,-8,3,6,466,-146,60,4877,-3077,2
182,-8,3,6,480,-142,38,4847,-3052,2
186,-20,7,8,480,-142,38,4847,-3052,2
191,-20,7,8,492,-137,18,4897,-3012,2
195,-20,7,8,492,-137,18,4867,-3007,2
199,-10,3,6,503,-131,-4,4907,-3087,2
203,-10,3,6,503,-131,-4,4872,-2945,2
207,-9,3,8,512,-126,-26,4872,-2945,2
211,-9,3,8,512,-126,-26,4872,-2945,2
215,-9,3,8,522,-119,-47,4887,-2915,2
219,-11,3,8,522,-119,-47,4867,-3012,2
223,-11,3,8,531,-113,-67,4877,-2945,2
227,-11,4,4,531,-113,-67,4877,-2945,2
231,-11,4,4,542,-106,-87,4877,-2945,2
235,-9,4,7,542,-106,-87,4887,-2847,2
239,-9,4,7,552,-98,-105,4852,-2880,2
243,-9,4,7,552,-98,-105,4852,-2867,2
247,-8,3,6,564,-89,-123,4872,-2797,2
2,-8,3,6,564,-89,-123,4872,-2797,2
6,-10,3,6,577,-82,-140,4852,-2847,2
10,-10,3,6,577,-82,-140,4857,-2827,2
14,-10,3,6,590,-75,-157,4857,-2827,2
18,-8,3,6,590,-75,-157,4867,-2735,2
22,-8,3,6,602,-69,-175,4867,-2735,2
26,-8,3,6,602,-69,-175,4892,-2720,2
30,-8,3,6,611,-65,-194,4857,-2725,2
34,-8,3,6,611,-65,-194,4882,-2640,2
38,-7,2,7,619,-61,-212,4882,-2640,2
42,-7,2,7,619,-61,-212,4872,-2645,2
46,-5,2,6,632,-57,-229,4947,-2635,2
50,-5,2,6,632,-57,-229,4882,-2635,2
54,-5,2,6,656,-54,-244,4887,-2602,2
58,-11,2,4,656,-54,-244,4907,-2507,2
62,-11,2,4,688,-52,-256,4907,-2507,2
66,-8,2,9,688,-52,-256,4877,-2502,2
70,-8,2,9,726,-51,-265,4795,-2487,2
74,-8,2,9,726,-51,-265,4815,-2445,2
78,-10,2,5,767,-50,-273,4815,-2395,2
82,-10,2,5,767,-50,-273,4815,-2395,2
86,-7,1,4,810,-50,-276,4842,-2405,2
90,-7,1,4,810,-50,-276,4867,-2400,2
94,-6,1,9,861,-50,-275,4815,-2370,2
98,-6,1,9,861,-50,-275,4837,-2375,2
102,-6,1,9,916,-50,-270,4857,-2342,2
106,-5,0,8,916,-50,-270,4857,-2342,2
110,-5,0,8,972,-51,-261,4825,-2297,1
114,-7,-5,10,972,-51,-261,4867,-2215,1
118,-7,-5,10,1027,-53,-252,4892,-2180,2
122,-7,-5,10,1027,-53,-252,4867,-2160,2
126,-6,-3,6,1079,-55,-242,4867,-2160,2
130,-6,-3,6,1079,-55,-242,4872,-2145,1
134,-8,-4,3,1127,-56,-231,4877,-2062,2
138,-8,-4,3,1127,-56,-231,4877,-2062,2
142,-8,-4,3,1170,-55,-219,4892,-2042,1
146,-5,-3,6,1170,-55,-219,4892,-2042,1
150,-5,-3,6,1207,-53,-205,4872,-2042,1
154,-7,-3,7,1207,-53,-205,4867,-1992,1
158,-7,-3,7,1242,-51,-190,4842,-2007,1
162,-7,-3,7,1242,-51,-190,4842,-2007,1
166,-7,-3,6,1275,-50,-174,4857,-1945,1
170,-7,-3,6,1275,-50,-174,4857,-1915,1
174,-8,-2,8,1308,-49,-157,4852,-1860,1
178,-8,-2,8,1308,-49,-157,4872,-1835,1
182,-9,-1,5,1338,-48,-138,4842,-1830,1
186,-9,-1,5,1338,-48,-138,4842,-1830,1
190,-9,-1,5,1364,-47,-116,4887,-1830,1
194,-5,-2,7,1364,-47,-116,4892,-1742,1
198,-5,-2,7,1387,-46,-94,4862,-1712,1
202,-6,-2,6,1387,-46,-94,4852,-1747,0
206,-6,-2,6,1411,-45,-73,4852,-1747,0
210,-6,-2,6,1411,-45,-73,4852,-1747,0
214,-6,-2,8,1440,-45,-54,4862,-1645,1
218,-6,-2,8,1440,-45,-54,4877,-1660,1
222,-8,-2,8,1474,-44,-37,4815,-1610,1
226,-8,-2,8,1474,-44,-37,4857,-1557,1
230,-8,-2,8,1509,-41,-21,4857,-1557,1
234,-10,0,7,1509,-41,-21,4882,-1575,0
238,-10,0,7,1542,-37,-5,4862,-1547,0
242,-6,-1,6,1542,-37,-5,4837,-1512,0
246,-6,-1,6,1575,-33,11,4862,-1527,0
1,-6,-1,6,1575,-33,11,4862,-1527,0
5,-8,0,8,1609,-28,26,4872,-1507,0
9,-8,0,8,1609,-28,26,4907,-1442,0
13,-5,0,5,1644,-22,40,4862,-1430,0
17,-5,0,5,1644,-22,40,4882,-1400,0
21,-5,0,5,1681,-16,53,4882,-1400,0
25,-9,1,5,1681,-16,53,4862,-1350,0
29,-9,1,5,1719,-9,63,4877,-1350,0
33,-8,2,7,1719,-9,63,4882,-1287,-1
37,-8,2,7,1757,-5,70,4882,-1287,-1
41,-9,1,5,1757,-5,70,4892,-1297,0
45,-9,1,5,1793,-1,76,4887,-1237,-1
49,-9,1,5,1793,-1,76,4877,-1242,-1
53,-8,0,8,1827,4,80,4912,-1187,-1
57,-8,0,8,1827,4,80,4862,-1182,-1
61,-6,1,7,1860,7,81,4862,-1182,-1
65,-6,1,7,1860,7,81,4897,-1145,-1
69,-6,1,7,1892,9,81,4862,-1130,-1
73,-9,2,6,1892,9,81,4897,-1145,-1
77,-9,2,6,1924,10,80,4887,-1090,-1
81,-8,0,7,1924,10,80,4912,-1045,-1
85,-8,0,7,1954,11,78,4912,-1045,-1
89,-8,0,7,1954,11,78,4887,-1022,-1
93,-11,2,6,1981,12,75,4857,-1032,-2
97,-11,2,6,1981,12,75,4902,-1002,-2
101,-9,1,5,2008,12,72,4887,-977,-2
105,-9,1,5,2008,12,72,4887,-977,-2
109,-9,1,5,2035,13,68,4917,-962,-2
113,-9,2,5,2035,13,68,4887,-895,-2
117,-9,2,5,2060,13,63,4877,-865,-2
121,-9,2,5,2060,13,63,4907,-855,-2
125,-9,2,5,2085,13,57,4907,-855,-2
129,-9,2,5,2085,13,57,4872,-860,-2
133,-9,1,6,2109,11,50,4892,-820,-2
137,-9,1,6,2109,11,50,4892,-772,-2
141,-8,1,7,2131,9,42,4977,-717,-3
145,-8,1,7,2131,9,42,4977,-717,-3
149,-5,1,3,2152,6,35,4942,-717,-3
153,-5,1,3,2152,6,35,4932,-692,-3
157,-5,1,3,2171,0,28,4917,-687,-3
161,-5,7,5,2171,0,28,4917,-687,-3
165,-5,7,5,2191,-5,22,4927,-640,-3
169,-15,4,6,2191,-5,22,4912,-682,-3
173,-15,4,6,2212,-12,14,4887,-590,-3
177,-15,4,6,2212,-12,14,4917,-600,-4
181,-10,3,3,2234,-18,5,4917,-555,-4
185,-10,3,3,2234,-18,5,4917,-555,-4
189,-12,4,7,2254,-25,-6,4942,-467,-4
193,-12,4,7,2254,-25,-6,4962,-477,-4
197,-12,4,7,2272,-32,-17,4962,-477,-4
201,-10,3,6,2272,-32,-17,4952,-432,-4
205,-10,3,6,2287,-39,-29,4952,-482,-4
209,-10,2,6,2287,-39,-29,4952,-482,-4
213,-10,2,6,2302,-45,-40,4917,-380,-5
217,-10,2,6,2302,-45,-40,4927,-360,-5
221,-6,1,7,2315,-52,-50,4907,-350,-5
225,-6,1,7,2315,-52,-50,4947,-340,-5
229,-10,2,5,2328,-58,-59,4947,-340,-5
233,-10,2,5,2328,-58,-59,4952,-345,-5
237,-6,1,4,2342,-65,-67,4927,-290,-6
241,-6,1,4,2342,-65,-67,4957,-270,-6
245,-6,1,4,2357,-71,-73,4902,-207,-6
0,-8,3,7,2357,-71,-73,4902,-207,-6
4,-8,3,7,2374,-76,-78,4932,-187,-6
8,-10,3,6,2374,-76,-78,4907,-182,-6
12,-10,3,6,2395,-81,-84,4962,-202,-6
16,-10,3,6,2395,-81,-84,4857,-167,-6
20,-5,2,7,2418,-85,-89,4857,-167,-6
24,-5,2,7,2418,-85,-89,4912,-187,-7
28,-8,2,8,2441,-89,-95,4922,-132,-7
32,-8,2,8,2441,-89,-95,4917,-192,-7
36,-8,2,8,2464,-92,-99,4917,-192,-7
40,-10,3,7,2464,-92,-99,4937,-95,-7
44,-10,3,7,2487,-94,-104,4937,-95,-7
48,-7,2,6,2487,-94,-104,4907,20,-8
52,-7,2,6,2510,-95,-107,4922,-60,-8
56,-7,2,6,2510,-95,-107,4902,-35,-8
60,-8,1,8,2532,-96,-110,4902,-35,-8
64,-8,1,8,2532,-96,-110,4952,5,-8
68,-15,3,8,2553,-98,-112,4947,-30,-9
72,-15,3,8,2553,-98,-112,4947,-15,-9
76,-15,3,8,2574,-98,-113,4937,-10,-9
80,-10,2,5,2574,-98,-113,4967,35,-9
84,-10,2,5,2593,-98,-113,4967,35,-9
88,-4,0,6,2593,-98,-113,4952,35,-9
92,-4,0,6,2610,-99,-112,4962,25,-9
96,-3,-1,8,2610,-99,-112,4937,-5,-10
100,-3,-1,8,2624,-100,-110,4962,25,-10
104,-3,-1,8,2624,-100,-110,4962,25,-10
108,-7,2,6,2637,-101,-106,4977,55,-10
112,-7,2,6,2637,-101,-106,4967,55,-10
116,-7,1,7,2654,-102,-98,4917,45,-10
120,-7,1,7,2654,-102,-98,4892,90,-10
124,-7,1,7,2674,-103,-90,4892,90,-10
128,-7,-3,9,2674,-103,-90,4937,25,-11
132,-7,-3,9,2695,-105,-84,4952,65,-11
