x,y,z,w
-1.001136148267953718e-01,-3.875796886408695158e-02,-1.518091849481633358e-02,9.941049359546977326e-01
-1.012012833634432646e-01,-4.050378840182177614e-02,-1.579207834590953125e-02,9.939156672636803025e-01
-1.022518933020550996e-01,-4.236159818679595401e-02,-1.644279298836443318e-02,9.937201214999848986e-01
-1.033019902525164346e-01,-4.421919544760842535e-02,-1.709342513887036549e-02,9.935195903357186831e-01
-1.043123565690676907e-01,-4.618891155461563730e-02,-1.778309032883829480e-02,9.933122763837972657e-01
-1.053221575920505054e-01,-4.815837735288192728e-02,-1.847265914799339770e-02,9.930995794354622319e-01
-1.062895729370365999e-01,-5.023463297836777003e-02,-1.919866753953608854e-02,9.928798615638725344e-01
-1.072563694541378426e-01,-5.231059613309836653e-02,-1.992456415463169511e-02,9.926543630523984030e-01
-1.081780517176973572e-01,-5.449088131009092312e-02,-2.068661920794811690e-02,9.924214411057208363e-01
-1.090990591533524401e-01,-5.667082656630787613e-02,-2.144854521560631000e-02,9.921823283128342608e-01
-1.099724988476742105e-01,-5.895206266749673102e-02,-2.224115246229992071e-02,9.919354993857174563e-01
-1.108452065556062849e-01,-6.123290637869745201e-02,-2.303361166997410295e-02,9.916820680507929531e-01
-1.116674051174331717e-01,-6.361026450672871424e-02,-2.385931558074665462e-02,9.914206261439890699e-01
-1.124888132994924378e-01,-6.598717240251873728e-02,-2.468485061573773981e-02,9.911521669808670554e-01
-1.132598152508318690e-01,-6.845489166904829281e-02,-2.553859789069394884e-02,9.908753312469240626e-01
-1.140299689309130365e-01,-7.092209823549121273e-02,-2.639215389164428771e-02,9.905910742483238218e-01
-1.147469782857097054e-01,-7.347763962763577406e-02,-2.727359403871327734e-02,9.902980957859404132e-01
-1.154630802595744826e-01,-7.603259998304966183e-02,-2.815481851527360316e-02,9.899972863756537622e-01
-1.161261834003689125e-01,-7.867016309231404658e-02,-2.905891298157673233e-02,9.896874731672717918e-01
-1.167883215539513020e-01,-8.130707246700168145e-02,-2.996276597366102218e-02,9.893694358381310838e-01
-1.173944426277632735e-01,-8.402182417872790243e-02,-3.089202251270041152e-02,9.890422442175398343e-01
-1.179995414505281559e-01,-8.673584424255136038e-02,-3.182101004920737108e-02,9.887064401835573557e-01
-1.185488004955460584e-01,-8.952195691991472748e-02,-3.277040421566497497e-02,9.883613214497191102e-01
-1.190969825762122208e-01,-9.230725632919022094e-02,-3.371950067723661348e-02,9.880072238826460573e-01
-1.195866390972824961e-01,-9.515670703588582913e-02,-3.468666465037602981e-02,9.876442032184121755e-01
-1.200751683560671024e-01,-9.800526076472604320e-02,-3.565350165581093050e-02,9.872718727009173190e-01
-1.205081426101204944e-01,-1.009092203065294763e-01,-3.663142867598138952e-02,9.868907007642440110e-01
-1.209399452742470071e-01,-1.038121988007166957e-01,-3.760899956243412418e-02,9.864999341962130686e-01
-1.213111389481518892e-01,-1.067598629586918868e-01,-3.859279405340042268e-02,9.861016861740439232e-01
-1.216811252169225643e-01,-1.097064645398272142e-01,-3.957620443176099873e-02,9.856936235194422302e-01
-1.219891745072617939e-01,-1.126856901733176292e-01,-4.055093851973867042e-02,9.852797561699749851e-01
-1.222959926740118802e-01,-1.156637785746569558e-01,-4.152526336470625107e-02,9.848559453058095547e-01
-1.225439979625368853e-01,-1.186711959379812553e-01,-4.248597416098320867e-02,9.844262581918445942e-01
-1.227907516280779543e-01,-1.216774012338127653e-01,-4.344625101987735494e-02,9.839865164807453102e-01
-1.229853301824318651e-01,-1.247005325898139921e-01,-4.437902975227944746e-02,9.835420110244290637e-01
-1.231786487711071243e-01,-1.277223864081532823e-01,-4.531135382838832881e-02,9.830874293323894619e-01
-1.233255188429310950e-01,-1.307551654858968848e-01,-4.621202658573995981e-02,9.826282876549571332e-01
-1.234711258959086400e-01,-1.337866054552400152e-01,-4.711222606991134071e-02,9.821590825449281192e-01
-1.235845138259319964e-01,-1.368164964477630030e-01,-4.797072369451887974e-02,9.816857561920658837e-01
-1.236966468599853541e-01,-1.398449981847497969e-01,-4.882873421709414685e-02,9.812024616525666376e-01
-1.237931313365821795e-01,-1.428676483069080128e-01,-4.963971660516976886e-02,9.807140226572130803e-01
-1.238883726840271232e-01,-1.458888637538418853e-01,-5.045020051180189313e-02,9.802157353433134102e-01
-1.239762835164132659e-01,-1.488954899372323670e-01,-5.121057905948632472e-02,9.797129634715461277e-01
-1.240629696510152230e-01,-1.519006452588465006e-01,-5.197045172426378867e-02,9.792005135205409383e-01
-1.241581983162702157e-01,-1.548795065214681466e-01,-5.267879129185311371e-02,9.786838228961135533e-01
-1.242522286814543853e-01,-1.578568729804751269e-01,-5.338662243551078185e-02,9.781576866055102792e-01
-1.243686767955270722e-01,-1.607985987046609000e-01,-5.403840239429145986e-02,9.776277890656634995e-01
-1.244839592120763339e-01,-1.637388172766190420e-01,-5.468967585550809501e-02,9.770887282998187429e-01
-1.246401168414797839e-01,-1.666315266012292351e-01,-5.528430402740081018e-02,9.765461695918372653e-01
-1.247951477111327589e-01,-1.695227295593332573e-01,-5.587843242337715149e-02,9.759947828038902928e-01
-1.250147503832180207e-01,-1.723567964713048628e-01,-5.641612845633583312e-02,9.754392176587767249e-01
-1.252332681860192920e-01,-1.751893676830186819e-01,-5.695333491406682352e-02,9.748751877201696781e-01
-1.255478239263854712e-01,-1.779492881230654022e-01,-5.743410725452065962e-02,9.743064805736012524e-01
-1.258613413013760507e-01,-1.807077368022036445e-01,-5.791440457608140746e-02,9.737297152537964795e-01
-1.263268115361068922e-01,-1.833850706001413644e-01,-5.835007332583250911e-02,9.731427035697124417e-01
-1.267912813674955119e-01,-1.860609521407529388e-01,-5.878527999150451322e-02,9.725479854043100891e-01
-1.274363555642139545e-01,-1.886456599078960017e-01,-5.917811041054883009e-02,9.719417377223076304e-01
-1.280804588632332430e-01,-1.912289304428116121e-01,-5.957048997009559144e-02,9.713280851204710853e-01
-1.289130087451368090e-01,-1.937124975927414783e-01,-5.992155211292793382e-02,9.707040290660343684e-01
-1.297446080308054250e-01,-1.961946363191734710e-01,-6.027217239808906751e-02,9.700728151025216350e-01
-1.307604807244597267e-01,-1.985715070845052166e-01,-6.057716928171428400e-02,9.694335767945668758e-01
-1.317754141445706129e-01,-2.009469514787954880e-01,-6.088173102979911600e-02,9.687873748894630932e-01
-1.329940339899395030e-01,-2.032084401255815354e-01,-6.114957191263509229e-02,9.681320398787082171e-01
-1.342117095021341799e-01,-2.054684858770320921e-01,-6.141697859878109123e-02,9.674698305806272991e-01
-1.356567958099408888e-01,-2.076097061076448425e-01,-6.164903406548721126e-02,9.667961730785171737e-01
-1.371009079984906176e-01,-2.097494355422274137e-01,-6.188064684511008356e-02,9.661155732425256160e-01
-1.388149997982428829e-01,-2.117622629637974929e-01,-6.208830708813740940e-02,9.654181383930959814e-01
-1.405280478309273162e-01,-2.137734981188501859e-01,-6.229550048154235825e-02,9.647134444458670410e-01
-1.425491258057901833e-01,-2.156521253402444438e-01,-6.248648709488129060e-02,9.639861754707784725e-01
-1.445690378154073918e-01,-2.175289886582693899e-01,-6.267696260671844211e-02,9.632510216744286646e-01
-1.468209152874334344e-01,-2.192701070885648140e-01,-6.283676480880692750e-02,9.625049506157821178e-01
-1.490715176779064122e-01,-2.210093212447441502e-01,-6.299602129845718879e-02,9.617505205824972148e-01
-1.515756524553244777e-01,-2.225878593269816075e-01,-6.313211250707892463e-02,9.609858494449150523e-01
-1.540783676181948780e-01,-2.241643127144931913e-01,-6.326761243825015923e-02,9.602121779865695483e-01
-1.569004463774992253e-01,-2.255604443939598081e-01,-6.340221847149653256e-02,9.594190401197124629e-01
-1.597208681898513727e-01,-2.269541940426578752e-01,-6.353615494570032107e-02,9.586157703093771687e-01
-1.629183455794587787e-01,-2.281547815708169225e-01,-6.368082215153046677e-02,9.577827317351922387e-01
-1.661374860141982268e-01,-2.293358531270692779e-01,-6.372462280034804638e-02,9.569443947588135435e-01
-1.697460447772393966e-01,-2.303298643172617399e-01,-6.389126762977594132e-02,9.560608452429859572e-01
-1.733754145286805493e-01,-2.313035302102040003e-01,-6.395955823670081142e-02,9.551695228908158031e-01
-1.774277733174452198e-01,-2.320873585924723148e-01,-6.416087969785241873e-02,9.542212661398705720e-01
-1.815004648899905815e-01,-2.328493411289545567e-01,-6.426381964806547609e-02,9.532622551348435280e-01
-1.860616238814576107e-01,-2.334163102435835024e-01,-6.451790647609288720e-02,9.522265161057036353e-01
-1.906417082195615564e-01,-2.339600514631043349e-01,-6.467600961741852561e-02,9.511758234871586781e-01
-1.957502377897362422e-01,-2.343049351083183740e-01,-6.499726350008963593e-02,9.500307350431596021e-01
-2.008665291985912149e-01,-2.344730194126027067e-01,-6.525280665433888516e-02,9.489031098268030373e-01
-2.065164720516837749e-01,-2.345973383907558052e-01,-6.564003617836577931e-02,9.476320072906992964e-01
-2.121735418179675481e-01,-2.345471811121996042e-01,-6.595946695629151257e-02,9.463716799987094141e-01
-2.183635911697820176e-01,-2.344512016349246941e-01,-6.641068769400548799e-02,9.449548119690078796e-01
-2.245599001133243011e-01,-2.341852231438425469e-01,-6.679149586352758905e-02,9.435406873063144628e-01
-2.313076319558023675e-01,-2.338697242385525676e-01,-6.730876611936292830e-02,9.419507744500603685e-01
-2.386168553630502454e-01,-2.333511767470143328e-01,-6.789307151617780811e-02,9.402126118530472754e-01
-2.459124641848797754e-01,-2.328193151099876845e-01,-6.847350318822975623e-02,9.384208042404881267e-01
-2.537345860580115242e-01,-2.320940578107094088e-01,-6.910592978595433977e-02,9.364696891172419324e-01
-2.615399821526033231e-01,-2.313535012419397907e-01,-6.973380103119287965e-02,9.344568434082175523e-01
-2.698448534987224479e-01,-2.304270718127125472e-01,-7.040624424650447633e-02,9.322714628192636521e-01
-2.781294710382128388e-01,-2.294833471662743318e-01,-7.107340296430597615e-02,9.300161085187914622e-01
-2.868657742257364474e-01,-2.283662960217083260e-01,-7.176573024048410465e-02,9.275810166137729018e-01
-2.955779864868475215e-01,-2.272300667244072092e-01,-7.245203064597391385e-02,9.250680266532151919e-01
-3.046845961671437730e-01,-2.259309033699650193e-01,-7.315077933379660058e-02,9.223727485370277757e-01
-3.137630618451496267e-01,-2.246108705657970939e-01,-7.384277101543317012e-02,9.195922699838177117e-01
-3.231797374720933314e-01,-2.231426084115685493e-01,-7.453037233655139537e-02,9.166283091843291375e-01
-3.325640668687758761e-01,-2.216520124865125896e-01,-7.521051410403575832e-02,9.135726054105293148e-01
-3.422299610391423830e-01,-2.200265289015820580e-01,-7.587243278838123883e-02,9.103352977279512981e-01
-3.518592400244803797e-01,-2.183775046773619721e-01,-7.652623388081083999e-02,9.070005932678875116e-01
-3.617222287181026119e-01,-2.166002292136616492e-01,-7.715517774237248827e-02,9.034868280740663282e-01
-3.715442779176685306e-01,-2.147984390724201331e-01,-7.777538922950476274e-02,8.998708068100030877e-01
-3.815467295883641086e-01,-2.128790352539611797e-01,-7.837874308351705510e-02,8.960811247439661731e-01
-3.915039836621489466e-01,-2.109344140241603827e-01,-7.897281227968394601e-02,8.921852939146592831e-01
-4.015996387853834615e-01,-2.088877461179710626e-01,-7.954399577502023477e-02,8.881195822553089592e-01
-4.116459102597463948e-01,-2.068153918363182242e-01,-8.010539795489250714e-02,8.839446608722180132e-01
-4.217870597607866756e-01,-2.046532008865627195e-01,-8.064773524638901847e-02,8.796071204718958203e-01
-4.318747998978031410e-01,-2.024650954449994378e-01,-8.117986040797355030e-02,8.751581986154383097e-01
-4.420117233042841209e-01,-2.002030645890369998e-01,-8.168884023764207136e-02,8.705580410124079682e-01
-4.520914970215058060e-01,-1.979151485759016449e-01,-8.218725814872472613e-02,8.658453250338800089e-01
-4.621855250831600759e-01,-1.955642307262495105e-01,-8.266890283438370346e-02,8.609907226957851378e-01
-4.722189073035015228e-01,-1.931876518451296487e-01,-8.313970008997248473e-02,8.560231451477222642e-01
-4.822285663162858560e-01,-1.907647796250368788e-01,-8.359665105194667711e-02,8.509265588851052664e-01
-4.921744517686206799e-01,-1.883166792246686039e-01,-8.404254655920163908e-02,8.457174396451171416e-01
-5.020611110746752148e-01,-1.858394511929311321e-01,-8.447163234358649742e-02,8.403944802626798216e-01
-5.118812971370998444e-01,-1.833376178873680484e-01,-8.488953402453708330e-02,8.349602520609704648e-01
-5.216088855612778241e-01,-1.808222862385750473e-01,-8.529496362367149087e-02,8.294288640283805636e-01
-5.312677710552909938e-01,-1.782831378542018563e-01,-8.568915872490631691e-02,8.237882290199447510e-01
-5.408009043578018149e-01,-1.757443317393024285e-01,-8.607030801069998072e-02,8.180710322375616128e-01
-5.502636482147039709e-01,-1.731826511321817585e-01,-8.644025457620339858e-02,8.122473571450208318e-01
-5.595763203038529587e-01,-1.706354160719219248e-01,-8.680406659752634702e-02,8.063640310426118951e-01
-5.688173889213811174e-01,-1.680663464776961380e-01,-8.715677115719722146e-02,8.003775224753312267e-01
-5.778889688820660897e-01,-1.655239588617775648e-01,-8.750276900466938401e-02,7.943484273942124085e-01
-5.868881815409717762e-01,-1.629608431770989685e-01,-8.783780914290661990e-02,7.882198584427509980e-01
-5.957038192334445093e-01,-1.604344957131873528e-01,-8.817748647812911900e-02,7.820629534854197651e-01
-6.044467091235049550e-01,-1.578885558669249345e-01,-8.850639551179567688e-02,7.758105424067960332e-01
-6.130008278139518207e-01,-1.553908740961637835e-01,-8.884160403682261897e-02,7.695393626964120992e-01
-6.214820904852370598e-01,-1.528747238992814728e-01,-8.916625361100909142e-02,7.631767221396307255e-01
-6.297704703856102926e-01,-1.504153648140515442e-01,-8.950778656168308089e-02,7.568042869877039669e-01
-6.379861305241353309e-01,-1.479386372270865835e-01,-8.983898402470180677e-02,7.503444634457153706e-01
-6.460025954148026495e-01,-1.455232177527900350e-01,-9.019076525751502926e-02,7.438879389225719896e-01
-6.539467671760023082e-01,-1.430915130051892969e-01,-9.053245338433173195e-02,7.373481670758735840e-01
-6.616918625054222236e-01,-1.407306859233524721e-01,-9.089814483761893271e-02,7.308189108108266163e-01
-6.693652801142664366e-01,-1.383546142006886748e-01,-9.125398975629434029e-02,7.242104886429647781e-01
-6.768359782837295446e-01,-1.360612905992278632e-01,-9.163817394304250852e-02,7.176230408630699387e-01
-6.842358707937270523e-01,-1.337537332547070745e-01,-9.201277161024022655e-02,7.109605205777435044e-01
-6.914353631842351522e-01,-1.315347376058413342e-01,-9.242244050188325177e-02,7.043250981137322286e-01
-6.985650528984534979e-01,-1.293024630921694174e-01,-9.282277904388007428e-02,6.976185717122540542e-01
-7.054902137357871306e-01,-1.271657637875206748e-01,-9.325978703219470201e-02,6.909522696728586100e-01
-7.123468334506870558e-01,-1.250167098335580040e-01,-9.368773446891463796e-02,6.842188389289265427e-01
-7.189948003872734805e-01,-1.229703654061548440e-01,-9.415753007490390569e-02,6.775390215907348690e-01
-7.255757399988526091e-01,-1.209125572315258162e-01,-9.461854797155951069e-02,6.707960415868593484e-01
-7.319432974961267435e-01,-1.189649483400856966e-01,-9.512256465581038489e-02,6.641220128938911671e-01
-7.382456127439926963e-01,-1.170067354293766043e-01,-9.561810252741435867e-02,6.573887872465263849e-01
-7.443276005586333399e-01,-1.151666108411686790e-01,-9.615348894488971732e-02,6.507438677065706667e-01
-7.503464558247069371e-01,-1.133167180250369416e-01,-9.668071979376040292e-02,6.440437532244926988e-01
-7.561391545127728042e-01,-1.115912909642492734e-01,-9.725415765790600131e-02,6.374500698971552470e-01
-7.618711065331874588e-01,-1.098568988881935826e-01,-9.781978232264552930e-02,6.308051751396078766e-01
-7.673760796334710976e-01,-1.082524879858016154e-01,-9.843126955051799409e-02,6.242808954516526621e-01
-7.728228710427402781e-01,-1.066398694874541725e-01,-9.903529381744714810e-02,6.177092834072044347e-01
-7.780419757301669792e-01,-1.051647305938933630e-01,-9.968643595741968899e-02,6.112721799060664152e-01
-7.832056251831797100e-01,-1.036820960446107609e-01,-1.003304729091808456e-01,6.047915077504278925e-01
-7.881415246032215105e-01,-1.023424435721760201e-01,-1.010211834376310014e-01,5.984594238013477563e-01
-7.930248312289834844e-01,-1.009959617741533616e-01,-1.017051528083669915e-01,5.920874045711308487e-01
-7.976791070972626407e-01,-9.979820917599986629e-02,-1.024350492595411249e-01,5.858800391112226613e-01
-8.022837984106936382e-01,-9.859425301837913824e-02,-1.031585782425527009e-01,5.796362547446698432e-01
-8.066647880224556699e-01,-9.754159495447800587e-02,-1.039267457596186606e-01,5.735649819630154189e-01
-8.109991914572878269e-01,-9.648330370803558098e-02,-1.046889113415095801e-01,5.674605848896761007e-01
-8.151134115737274088e-01,-9.557755354267824521e-02,-1.054962513019508386e-01,5.615385992900814305e-01
-8.191840484712223924e-01,-9.466669295049796873e-02,-1.062979504936928665e-01,5.555865888382744977e-01
-8.230473878210481375e-01,-9.390512698958422555e-02,-1.071417980258789482e-01,5.498140227766078469e-01
-8.268699534269533524e-01,-9.313890897138026037e-02,-1.079803377564723665e-01,5.440142189440662079e-01
-8.304983709478600540e-01,-9.251535094029557371e-02,-1.088625732123029433e-01,5.383886197227201187e-01
-8.340886021999102118e-01,-9.188753905852564685e-02,-1.097398031730783680e-01,5.327382654226151537e-01
-8.375020658801483053e-01,-9.139184634662803064e-02,-1.106581273264249932e-01,5.272500345419066647e-01
-8.408796330133175845e-01,-9.089223644831651017e-02,-1.115717085127534564e-01,5.217392049638898133e-01
-8.440939379999155001e-01,-9.051314879978381023e-02,-1.125256676844564319e-01,5.163823852904989575e-01
-8.472744108412566533e-01,-9.013043329200468023e-02,-1.134751167127229649e-01,5.110048684848569334e-01
-8.503039501409382916e-01,-8.985726704158879252e-02,-1.144584693904016903e-01,5.057747746965394198e-01
-8.533015404671832060e-01,-8.958072453091052434e-02,-1.154375214522858489e-01,5.005256771333493893e-01
-8.561581476477625463e-01,-8.940367772196514129e-02,-1.164475355564927733e-01,4.954191963266603715e-01
-8.589845428695610519e-01,-8.922347605169700380e-02,-1.174534404804576937e-01,4.902952332541308245e-01
-8.616769243512545362e-01,-8.913316765193249336e-02,-1.184871116945279135e-01,4.853132605103416819e-01
-8.643407450323465913e-01,-8.903990487964583145e-02,-1.195168555819223072e-01,4.803152017662536410e-01
-8.668762462839100236e-01,-8.902487039523221402e-02,-1.205698911272856111e-01,4.754608789725813800e-01
-8.693847856676195640e-01,-8.900706703025276778e-02,-1.216191766685558451e-01,4.705917682395191481e-01
-8.717607142558416733e-01,-8.905475463442447115e-02,-1.226867149526319201e-01,4.658867649239180064e-01
-8.741114280328479147e-01,-8.909986641843214983e-02,-1.237507046455571941e-01,4.611682862972212860e-01
